objectid,Reporter,ComName,SciName,OccStatus,ObsDate,DateAcc,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Method,DataType,LocalOwner,Habitat,Locality,Site,InfestAcre,GrossAcre,Abundance,Density,NumCollect,Percentcov,TreatArea,TreatComm,Quantity,QuantityU,TrapType,NumTraps,Comments,VisitType,CollectTme,Surveyor,RecSource,RecOwner,RecSrcTyp,OrigName,Nativity,Host,Host_Name,VerifyMthd,IDCred,Verified,Reviewer,ReviewDate,OrgSrcID,PID,Voucher,Museum,MuseumRec,Reference,,,,
8251430,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Dec-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.88362,-80.82937,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,John Hammond,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251429,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.88113,-80.84061,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251428,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.88105,-80.84062,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251427,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.88105,-80.84062,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251426,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Jun-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87873,-80.48568,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Danny Floyd,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8251425,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Feb-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87624,-80.61182,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251424,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,25-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87575,-80.84201,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251423,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Jun-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87567,-80.4857,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Danny Floyd,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8251422,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87544,-80.4855,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251421,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,7-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87413,-80.48563,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251419,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,9-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87374,-80.61365,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251418,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87345,-80.61381,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251417,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.87303,-80.8424,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251415,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,11-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8716,-80.6153,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251414,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.86972,-80.61666,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251413,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,24-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8695,-80.6174,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251412,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,24-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8695,-80.6174,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251411,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-Nov-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.86728,-80.8432,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Anne Gorden-Vega,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251410,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.86548,-80.48544,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251409,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8637,-80.8436,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251408,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.86342,-80.84368,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Donna Kalil,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251407,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,5-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.86322,-80.84376,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Bill Booth,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251406,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8625,-80.6225,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251404,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.86054,-80.84428,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251403,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,24-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8594,-80.8445,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251402,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.85811,-80.84486,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251401,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8571,-80.84498,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251400,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.85494,-80.84549,WGS84     ,,,,,,,,,,,,1,,,,,,,,"C. Gillette, K. Pavlidis, B. Calderaro",Capture,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251399,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,14-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.85354,-80.84567,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251398,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,30-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.85333,-80.58333,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251397,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.84758,-80.84677,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251396,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.84747,-80.63329,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251395,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Dec-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.84732,-80.63351,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Peggy Van Gorder,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251392,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,6-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.84017,-80.84713,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251391,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83971,-80.63923,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251390,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8391,-80.84725,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251389,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83803,-80.84725,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Anne Gorden-Vega,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251388,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83514,-80.64255,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251387,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83505,-80.84837,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Beth Koehler,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251386,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,12-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83444,-80.643,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251385,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83432,-80.69327,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251384,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,22-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83332,-80.48447,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251383,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83293,-80.84769,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251382,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Mar-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83116,-80.84807,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251381,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,18-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83051,-80.48431,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251380,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.83027,-80.48436,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251379,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,6-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8299,-80.6465,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251371,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,22-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.82821,-80.64783,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251369,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8267,-80.6263,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67C,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251368,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,15-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.82645,-80.84965,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"C. Gillette, K. Pavlidis, B. Calderaro",Observation,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8251367,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8261,-80.6269,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67C,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251366,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,22-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.82602,-80.84872,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251365,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8252,-80.4403,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Jane Ferrer,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251364,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.82504,-80.84952,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-29,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251363,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Oct-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.82497,-80.84958,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251362,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,5-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.82448,-80.84966,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251360,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,26-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8237,-80.65123,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251358,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8214,-80.8504,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251355,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Sep-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.82004,-80.85075,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251354,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,1-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81943,-80.85078,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251353,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8193,-80.85095,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251352,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,18-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8191,-80.6548,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251351,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Dec-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8188,-80.65493,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Beth Koehler,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251350,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81834,-80.851,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251349,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Apr-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81733,-80.65607,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Jeff Goldblatt,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251348,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81689,-80.85126,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
