Gas production,Gas consumption,Gas imports,Gas exports,Gas reserves,Coal production,Coal consumption,Coal imports,Coal exports,Coal reserves,Oil production,Oil consumption,Oil imports,Oil exports,Oil reserves,Coal consumption that is imported,Gas consumption that is imported,Oil consumption that is imported,Coal production that is exported,Gas production that is exported,Oil production that is exported,Gas production per capita,Gas consumption per capita,Gas imports per capita,Gas exports per capita,Gas reserves per capita,Coal production per capita,Coal consumption per capita,Coal imports per capita,Coal exports per capita,Coal reserves per capita,Oil production per capita,Oil consumption per capita,Oil imports per capita,Oil exports per capita,Oil reserves per capita,Population,Gas net imports,Coal net imports,Oil net imports,Gas net imports per capita,Coal net imports per capita,Oil net imports per capita,Entity,Year
18300000000,18300000000,0,0,996300000000,58000,1730000,1820000,13100,,44620000,32420000,116.1,12780000,468700000,,,,,,,265.9,265.9,0,0,14470,0.0008426,0.02513,0.02644,0.0001903,,0.6482,0.471,0.000001687,0.1856,6.809,68830000,0,1807000,-12780000,0,0.02625,-0.1856,Egypt,2000
24550000000,24550000000,0,0,996300000000,50330,1805000,1628000,21960,,41790000,32360000,323300,8020000,468700000,,,,,,,350,350,0,0,14200,0.0007175,0.02573,0.02321,0.0003131,,0.5957,0.4613,0.004608,0.1143,6.681,70150000,0,1606000,-7696000,0,0.02289,-0.1097,Egypt,2001
25000000000,25000000000,0,0,996300000000,42670,1649000,1746000,21930,,41540000,32640000,1651000,8142000,468700000,,,,,,,349.8,349.8,0,0,13940,0.0005969,0.02307,0.02443,0.0003068,,0.5812,0.4567,0.02309,0.1139,6.556,71490000,0,1724000,-6491000,0,0.02412,-0.0908,Egypt,2002
29970000000,29620000000,0,350000000,1657000000000,37830,1811000,1810000,7514,,41380000,33350000,2151000,5802000,588300000,,,,,,,411.6,406.8,0,4.807,22750,0.0005195,0.02486,0.02485,0.0001032,,0.5683,0.458,0.02953,0.07966,8.078,72830000,-350000000,1803000,-3651000,-4.807,0.02475,-0.05013,Egypt,2003
32560000000,31460000000,0,1100000000,1657000000000,33000,1755000,1850000,14680,,39100000,36910000,2394000,2183000,588300000,,,,,,,439,424.2,0,14.83,22340,0.0004449,0.02366,0.02494,0.0001979,,0.5272,0.4977,0.03228,0.02943,7.932,74170000,-1100000000,1835000,211400,-14.83,0.02474,0.002851,Egypt,2004
42510000000,34210000000,0,8291000000,1657000000000,33660,1951000,1899000,39500,,36200000,37580000,2766000,3338000,588300000,,,,,,,562.8,453,0,109.8,21940,0.0004456,0.02583,0.02514,0.000523,,0.4793,0.4976,0.03662,0.04419,7.79,75520000,-8291000000,1859000,-571500,-109.8,0.02462,-0.007568,Egypt,2005
54710000000,37800000000,0,16900000000,1657000000000,30850,1926000,1908000,28820,,35770000,38570000,2783000,3039000,588300000,,,,,,,711.6,491.8,0,219.9,21550,0.0004013,0.02505,0.02482,0.0003749,,0.4653,0.5018,0.0362,0.03953,7.653,76870000,-16900000000,1879000,-256400,-219.9,0.02445,-0.003335,Egypt,2006
55710000000,39840000000,0,15870000000,1657000000000,28050,1920000,1867000,60210,,35330000,40910000,2925000,5604000,588300000,,,,,,,712.1,509.2,0,202.9,21180,0.0003585,0.02455,0.02386,0.0007696,,0.4516,0.5229,0.03739,0.07163,7.52,78230000,-15870000000,1806000,-2679000,-202.9,0.02309,-0.03424,Egypt,2007
58980000000,42060000000,0,16920000000,1657000000000,25240,1754000,1889000,81170,16000,36780000,42190000,2173000,5931000,588300000,,,,,,,740.6,528.1,0,212.5,20800,0.000317,0.02203,0.02373,0.001019,0.0002009,0.4619,0.5298,0.02728,0.07448,7.387,79640000,-16920000000,1808000,-3758000,-212.5,0.02271,-0.04719,Egypt,2008
62700000000,44380000000,0,18320000000,1657000000000,32710,1673000,1630000,90330,16000,37670000,44740000,2886000,7188000,588300000,,,,,,,772.8,546.9,0,225.8,20420,0.0004032,0.02062,0.02009,0.001113,0.0001972,0.4643,0.5515,0.03557,0.08859,7.251,81130000,-18320000000,1540000,-4302000,-225.8,0.01898,-0.05302,Egypt,2009
61340000000,46180000000,0,15160000000,1657000000000,38000,1607000,1625000,68330,16000,36950000,46500000,2842000,10900000,588300000,,,,,,,741.1,557.9,0,183.2,20020,0.0004592,0.01941,0.01963,0.0008256,0.0001933,0.4465,0.5619,0.03434,0.1317,7.108,82760000,-15160000000,1556000,-8059000,-183.2,0.0188,-0.09738,Egypt,2010
61270000000,50750000000,0,10520000000,2186000000000,36220,1276000,1489000,52320,16000,37020000,45400000,3032000,11540000,699600000,,,,,,,724.8,600.3,0,124.5,25860,0.0004284,0.0151,0.01762,0.0006189,0.0001893,0.4379,0.5371,0.03587,0.1365,8.276,84530000,-10520000000,1437000,-8509000,-124.5,0.017,-0.1007,Egypt,2011
60720000000,53150000000,0,7571000000,2186000000000,21000,975900,984300,43950,16000,37260000,47120000,4355000,11010000,699600000,,,,,,,702.6,615,0,87.6,25300,0.000243,0.01129,0.01139,0.0005085,0.0001851,0.4311,0.5452,0.05039,0.1274,8.095,86420000,-7571000000,940300,-6653000,-87.6,0.01088,-0.07698,Egypt,2012
56910000000,51950000000,0,4961000000,2186000000000,3167,786500,836900,50420,16000,37450000,47460000,3107000,13570000,699600000,,,,,,,643.7,587.6,0,56.11,24730,0.00003583,0.008897,0.009467,0.0005704,0.000181,0.4236,0.5368,0.03514,0.1535,7.914,88400000,-4961000000,786500,-10470000,-56.11,0.008897,-0.1184,Egypt,2013
48810000000,48090000000,0,720100000,2186000000000,0,930800,990100,59300,16000,37460000,50770000,5322000,14050000,699600000,,,,,,,539.7,531.8,0,7.963,24180,0,0.01029,0.01095,0.0006558,0.0001769,0.4143,0.5615,0.05886,0.1553,7.737,90420000,-720100000,930800,-8724000,-7.963,0.01029,-0.09648,Egypt,2014
44330000000,47940000000,3610000000,0,2186000000000,0,1950000,2018000,68190,16000,39620000,49770000,3952000,14980000,699600000,,,,,,,479.6,518.6,39.06,0,23650,0,0.02109,0.02183,0.0007376,0.0001731,0.4286,0.5384,0.04275,0.162,7.568,92440000,3610000000,1950000,-11030000,39.06,0.02109,-0.1193,Egypt,2015
42390000000,50660000000,8317000000,44000000,2186000000000,0,2464000,2551000,86290,16000,37830000,48210000,6947000,13110000,699600000,,,,,,,448.8,536.4,88.06,0.4659,23150,0,0.02609,0.02701,0.0009137,0.0001694,0.4005,0.5104,0.07355,0.1389,7.407,94450000,8273000000,2464000,-6168000,87.59,0.02609,-0.0653,Egypt,2016
50860000000,57720000000,7072000000,1179000000,2186000000000,0,2896000,2984000,88090,16000,36400000,47820000,7011000,12190000,699600000,,,,,,,527.4,598.5,73.33,12.22,22670,0,0.03003,0.03094,0.0009133,0.0001659,0.3774,0.4958,0.0727,0.1264,7.254,96440000,5893000000,2896000,-5178000,61.11,0.03003,-0.05369,Egypt,2017
59950000000,58860000000,2692000000,2091000000,1784000000000,0,4744000,5322000,125100,16000,37100000,45660000,6819000,11850000,567600000,,,,,,,609.1,598,27.35,21.24,18130,0,0.0482,0.05408,0.001271,0.0001626,0.3769,0.4639,0.06928,0.1204,5.767,98420000,600600000,5197000,-5035000,6.103,0.0528,-0.05115,Egypt,2018
64300000000,58180000000,83560000,5010000000,1784000000000,0,3942000,4991000,119000,16000,36160000,47050000,,,524700000,,,,,,,640.5,579.6,0.8324,49.9,17770,0,0.03927,0.04971,0.001185,0.0001594,0.3602,0.4687,,,5.227,100400000,-4926000000,4872000,,-49.07,0.04853,,Egypt,2019
,,,,1784000000000,0,2048000,2110000,62050,,34070000,,,,524700000,,,,,,,,,,,17430,0,0.02001,0.02062,0.0006063,,0.3329,,,,5.127,102300000,,2048000,,,0.02001,,Egypt,2020
,,,,1784000000000,,,,,,,,,,524700000,,,,,,,,,,,17110,,,,,,,,,,5.033,104300000,,,,,,,Egypt,2021
0,0,,,0,0,0,0,0,,0,813000,729900,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.1771,0.159,0,0,4591000,,0,729900,,0,0.159,El Salvador,1980
0,0,,,0,0,0,0,0,,0,696800,711400,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.1493,0.1524,0,0,4666000,,0,711400,,0,0.1524,El Salvador,1981
0,0,,,0,0,0,0,0,,0,696800,622500,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.1471,0.1314,0,0,4737000,,0,622500,,0,0.1314,El Salvador,1982
0,0,,,0,0,0,0,0,,0,754900,706000,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.1571,0.1469,0,0,4805000,,0,706000,,0,0.1469,El Salvador,1983
0,0,,,0,0,0,0,0,,0,754900,702600,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.155,0.1442,0,0,4871000,,0,702600,,0,0.1442,El Salvador,1984
0,0,,,0,0,0,0,0,,0,813000,748600,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.1647,0.1516,0,0,4937000,,0,748600,,0,0.1516,El Salvador,1985
0,0,,,0,0,0,0,0,,0,865200,781700,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.173,0.1563,0,0,5002000,,0,781700,,0,0.1563,El Salvador,1986
0,0,,,0,0,0,0,0,,0,853600,825900,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.1685,0.163,0,0,5068000,,0,825900,,0,0.163,El Salvador,1987
0,0,,,0,0,0,0,0,,0,940700,771800,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.1833,0.1503,0,0,5133000,,0,771800,,0,0.1503,El Salvador,1988
0,0,,,0,0,0,0,0,,0,911700,742600,0,0,,,,,,,0,0,,,0,0,0,0,0,,0,0.1753,0.1428,0,0,5201000,,0,742600,,0,0.1428,El Salvador,1989
0,0,0,0,0,0,0,0,0,,0,958200,777300,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.1818,0.1475,0,0,5270000,0,0,777300,0,0,0.1475,El Salvador,1990
0,0,0,0,0,0,0,0,0,,0,1115000,900600,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.2087,0.1686,0,0,5342000,0,0,900600,0,0,0.1686,El Salvador,1991
0,0,0,0,0,0,0,0,0,,0,1272000,960600,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.2348,0.1774,0,0,5416000,0,0,960600,0,0,0.1774,El Salvador,1992
0,0,0,0,0,0,0,0,0,,0,1295000,1097000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.2359,0.1999,0,0,5490000,0,0,1097000,0,0,0.1999,El Salvador,1993
0,0,0,0,0,0,0,0,0,,0,1458000,932500,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.2621,0.1677,0,0,5562000,0,0,932500,0,0,0.1677,El Salvador,1994
0,0,0,0,0,0,0,0,0,,0,1823000,885700,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.324,0.1574,0,0,5629000,0,0,885700,0,0,0.1574,El Salvador,1995
0,0,0,0,0,0,0,0,0,,0,1777000,868000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.3123,0.1525,0,0,5690000,0,0,868000,0,0,0.1525,El Salvador,1996
0,0,0,0,0,0,0,0,0,,0,1858000,922200,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.3234,0.1605,0,0,5746000,0,0,922200,0,0,0.1605,El Salvador,1997
0,0,0,0,0,0,0,0,0,,0,2178000,950100,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.3756,0.1639,0,0,5798000,0,0,950100,0,0,0.1639,El Salvador,1998
0,0,0,0,0,0,0,0,0,,0,2224000,1048000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.3805,0.1794,0,0,5845000,0,0,1048000,0,0,0.1794,El Salvador,1999
0,0,0,0,0,0,0,0,0,,0,2193000,1116000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.3724,0.1895,0,0,5888000,0,0,1116000,0,0,0.1895,El Salvador,2000
0,0,0,0,0,0,0,0,0,,0,2265000,1151000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.3821,0.1942,0,0,5927000,0,0,1151000,0,0,0.1942,El Salvador,2001
0,0,0,0,0,0,0,0,0,,0,2341000,1088000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.3927,0.1825,0,0,5962000,0,0,1088000,0,0,0.1825,El Salvador,2002
0,0,0,0,0,0,0,0,0,,0,2484000,1111000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.4144,0.1854,0,0,5994000,0,0,1111000,0,0,0.1854,El Salvador,2003
0,0,0,0,0,0,0,0,0,,0,2489000,1133000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.4132,0.1881,0,0,6024000,0,0,1133000,0,0,0.1881,El Salvador,2004
0,0,0,0,0,0,0,0,0,,0,2520000,1165000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.4164,0.1926,0,0,6052000,0,0,1165000,0,0,0.1926,El Salvador,2005
0,0,0,0,0,0,0,0,0,,0,2627000,989600,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.4322,0.1628,0,0,6079000,0,0,989600,0,0,0.1628,El Salvador,2006
0,0,0,0,0,0,0,0,0,,0,2765000,1136000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.4528,0.186,0,0,6106000,0,0,1136000,0,0,0.186,El Salvador,2007
0,0,0,0,0,0,0,0,0,0,0,2590000,937700,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4224,0.1529,0,0,6132000,0,0,937700,0,0,0.1529,El Salvador,2008
0,0,0,0,0,0,0,0,0,0,0,2610000,987400,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4239,0.1604,0,0,6158000,0,0,987400,0,0,0.1604,El Salvador,2009
0,0,0,0,0,0,0,0,0,0,0,2566000,893400,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.415,0.1445,0,0,6184000,0,0,893400,0,0,0.1445,El Salvador,2010
0,0,0,0,0,0,0,0,0,0,0,2562000,809400,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4125,0.1303,0,0,6211000,0,0,809400,0,0,0.1303,El Salvador,2011
0,0,0,0,0,0,0,0,0,0,0,2622000,590300,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4203,0.09463,0,0,6238000,0,0,590300,0,0,0.09463,El Salvador,2012
0,0,0,0,0,0,0,0,0,0,0,2541000,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4056,0,0,0,6266000,0,0,0,0,0,0,El Salvador,2013
0,0,0,0,0,0,0,0,0,0,0,2644000,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4201,0,0,0,6295000,0,0,0,0,0,0,El Salvador,2014
0,0,0,0,0,0,0,0,0,0,0,2822000,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4461,0,0,0,6325000,0,0,0,0,0,0,El Salvador,2015
0,0,0,0,0,0,0,0,0,0,0,2813000,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4425,0,0,0,6356000,0,0,0,0,0,0,El Salvador,2016
0,0,0,0,0,0,0,0,0,0,0,2590000,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4054,0,0,0,6388000,0,0,0,0,0,0,El Salvador,2017
0,0,0,0,0,0,0,0,0,0,0,2929000,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4561,0,0,0,6421000,0,0,0,0,0,0,El Salvador,2018
0,0,0,0,0,0,0,0,0,0,0,3433000,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.5319,,,0,6454000,0,0,,0,0,,El Salvador,2019
0,0,0,0,0,0,0,0,0,,0,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,,,,0,6486000,0,0,,0,0,,El Salvador,2020
,,,,0,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,0,6518000,,,,,,,El Salvador,2021
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,277700,,,,,,,Equatorial Guinea,1973
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,265800,,,,,,,Equatorial Guinea,1974
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,255800,,,,,,,Equatorial Guinea,1975
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,248000,,,,,,,Equatorial Guinea,1976
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,242200,,,,,,,Equatorial Guinea,1977
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,239700,,,,,,,Equatorial Guinea,1978
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,242000,,,,,,,Equatorial Guinea,1979
0,0,,,,0,0,0,0,,0,23230,0,0,,,,,,,,0,0,,,,0,0,0,0,,0,0.09294,0,0,,249900,,0,0,,0,0,Equatorial Guinea,1980
0,0,,,,0,0,0,0,,0,23230,0,0,,,,,,,,0,0,,,,0,0,0,0,,0,0.08786,0,0,,264400,,0,0,,0,0,Equatorial Guinea,1981
0,0,,,,0,0,0,0,,0,29040,0,0,,,,,,,,0,0,,,,0,0,0,0,,0,0.102,0,0,,284600,,0,0,,0,0,Equatorial Guinea,1982
0,0,,,,0,0,0,0,,0,29040,0,0,,,,,,,,0,0,,,,0,0,0,0,,0,0.09421,0,0,,308200,,0,0,,0,0,Equatorial Guinea,1983
0,0,,,,0,0,0,0,,0,29040,0,0,,,,,,,,0,0,,,,0,0,0,0,,0,0.08757,0,0,,331600,,0,0,,0,0,Equatorial Guinea,1984
0,0,,,,0,0,0,0,,0,34840,0,0,,,,,,,,0,0,,,,0,0,0,0,,0,0.09895,0,0,,352100,,0,0,,0,0,Equatorial Guinea,1985
0,0,,,,0,0,0,0,,0,29040,0,0,,,,,,,,0,0,,,,0,0,0,0,,0,0.07868,0,0,,369000,,0,0,,0,0,Equatorial Guinea,1986
0,0,,,24020000000,0,0,0,0,,0,30150,0,0,,,,,,,,0,0,,,62710,0,0,0,0,,0,0.07872,0,0,,383000,,0,0,,0,0,Equatorial Guinea,1987
0,0,,,24020000000,0,0,0,0,,0,30150,0,0,,,,,,,,0,0,,,60800,0,0,0,0,,0,0.07632,0,0,,395000,,0,0,,0,0,Equatorial Guinea,1988
0,0,,,24020000000,0,0,0,0,,0,47570,0,0,,,,,,,,0,0,,,59060,0,0,0,0,,0,0.117,0,0,,406600,,0,0,,0,0,Equatorial Guinea,1989
0,0,0,0,24020000000,0,0,0,0,,0,47570,0,0,,,,,,,,0,0,0,0,57290,0,0,0,0,,0,0.1135,0,0,,419200,0,0,0,0,0,0,Equatorial Guinea,1990
0,0,0,0,23790000000,0,0,0,0,,5807,47570,0,0,,,,,,,,0,0,0,0,54960,0,0,0,0,,0.01342,0.1099,0,0,,432800,0,0,0,0,0,0,Equatorial Guinea,1991
0,0,0,0,23790000000,0,0,0,0,,92910,47570,0,145300,,,,,,,,0,0,0,0,53190,0,0,0,0,,0.2077,0.1063,0,0.325,,447300,0,0,-145300,0,0,-0.325,Equatorial Guinea,1992
0,0,0,0,36820000000,0,0,0,0,,261300,47570,0,258900,572400,,,,,,,0,0,0,0,79580,0,0,0,0,,0.5648,0.1028,0,0.5596,1.237,462600,0,0,-258900,0,0,-0.5596,Equatorial Guinea,1993
0,0,0,0,36820000000,0,0,0,0,,291000,47570,0,282200,572400,,,,,,,0,0,0,0,76840,0,0,0,0,,0.6074,0.09929,0,0.5891,1.195,479100,0,0,-282200,0,0,-0.5891,Equatorial Guinea,1994
0,0,0,0,36820000000,0,0,0,0,,290400,47570,0,363000,1908000,,,,,,,0,0,0,0,74110,0,0,0,0,,0.5847,0.09575,0,0.7307,3.841,496800,0,0,-363000,0,0,-0.7307,Equatorial Guinea,1995
0,0,0,0,36820000000,0,0,0,0,,987200,47570,0,745800,1908000,,,,,,,0,0,0,0,71370,0,0,0,0,,1.914,0.09221,0,1.446,3.699,515800,0,0,-745800,0,0,-1.446,Equatorial Guinea,1996
0,0,0,0,36820000000,0,0,0,0,,3044000,53380,0,2689000,1908000,,,,,,,0,0,0,0,68630,0,0,0,0,,5.675,0.0995,0,5.012,3.557,536500,0,0,-2689000,0,0,-5.012,Equatorial Guinea,1997
20000000,20000000,0,0,36820000000,0,0,0,0,,4820000,53380,0,4412000,1908000,,,,,,,35.81,35.81,0,0,65920,0,0,0,0,,8.63,0.09557,0,7.9,3.416,558500,0,0,-4412000,0,0,-7.9,Equatorial Guinea,1998
20000000,20000000,0,0,36820000000,0,0,0,0,,5923000,53380,0,5169000,1908000,,,,,,,34.38,34.38,0,0,63280,0,0,0,0,,10.18,0.09175,0,8.886,3.28,581800,0,0,-5169000,0,0,-8.886,Equatorial Guinea,1999
30000000,30000000,0,0,36820000000,0,0,0,0,,9727000,290300,0,6193000,1908000,,,,,,,49.5,49.5,0,0,60730,0,0,0,0,,16.05,0.4789,0,10.22,3.148,606200,0,0,-6193000,0,0,-10.22,Equatorial Guinea,2000
30000000,30000000,0,0,36820000000,0,0,0,0,,10540000,144200,0,10440000,1908000,,,,,,,47.5,47.5,0,0,58280,0,0,0,0,,16.68,0.2282,0,16.52,3.021,631700,0,0,-10440000,0,0,-16.52,Equatorial Guinea,2001
1270000000,1270000000,0,0,36820000000,0,0,0,0,,12340000,1766000,0,11570000,1908000,,,,,,,1929,1929,0,0,55920,0,0,0,0,,18.75,2.682,0,17.57,2.898,658400,0,0,-11570000,0,0,-17.57,Equatorial Guinea,2002
1300000000,1300000000,0,0,36820000000,0,0,0,0,,11990000,2001000,0,12880000,1908000,,,,,,,1893,1893,0,0,53620,0,0,0,0,,17.46,2.915,0,18.75,2.779,686700,0,0,-12880000,0,0,-18.75,Equatorial Guinea,2003
100000000,100000000,0,0,36820000000,0,0,0,0,,21220000,490800,0,18310000,1908000,,,,,,,139.5,139.5,0,0,51350,0,0,0,0,,29.6,0.6845,0,25.54,2.661,716900,0,0,-18310000,0,0,-25.54,Equatorial Guinea,2004
1300000000,1300000000,0,0,36820000000,0,0,0,0,,21050000,925800,0,20180000,1908000,,,,,,,1735,1735,0,0,49120,0,0,0,0,,28.09,1.235,0,26.92,2.546,749500,0,0,-20180000,0,0,-26.92,Equatorial Guinea,2005
1300000000,1300000000,0,0,36820000000,0,0,0,0,,19910000,1569000,0,19520000,1908000,,,,,,,1657,1657,0,0,46930,0,0,0,0,,25.38,2.001,0,24.89,2.432,784500,0,0,-19520000,0,0,-24.89,Equatorial Guinea,2006
2920000000,1491000000,0,1429000000,36820000000,0,0,0,0,,20060000,1665000,0,19210000,174900000,,,,,,,3554,1815,0,1739,44810,0,0,0,0,,24.41,2.026,0,23.38,212.9,821700,-1429000000,0,-19210000,-1739,0,-23.38,Equatorial Guinea,2007
5951000000,1500000000,0,4451000000,36820000000,0,0,0,0,0,19560000,1604000,0,19700000,174900000,,,,,,,6913,1743,0,5170,42770,0,0,0,0,0,22.72,1.863,0,22.89,203.2,860800,-4451000000,0,-19700000,-5170,0,-22.89,Equatorial Guinea,2008
6271000000,1550000000,0,4721000000,36820000000,0,0,0,0,0,18700000,1749000,0,17160000,174900000,,,,,,,6955,1719,0,5236,40830,0,0,0,0,0,20.74,1.94,0,19.03,194,901600,-4721000000,0,-17160000,-5236,0,-19.03,Equatorial Guinea,2009
6741000000,1580000000,0,5161000000,36820000000,0,0,0,0,0,17290000,1540000,0,14760000,174900000,,,,,,,7143,1675,0,5469,39010,0,0,0,0,0,18.32,1.632,0,15.64,185.3,943600,-5161000000,0,-14760000,-5469,0,-15.64,Equatorial Guinea,2010
6881000000,1620000000,0,5261000000,36820000000,0,0,0,0,0,16170000,1792000,0,13880000,174900000,,,,,,,6972,1642,0,5331,37310,0,0,0,0,0,16.38,1.816,0,14.06,177.2,986900,-5261000000,0,-13880000,-5331,0,-14.06,Equatorial Guinea,2011
6371000000,1580000000,0,4791000000,36820000000,0,0,0,0,0,16810000,1720000,0,15510000,174900000,,,,,,,6178,1532,0,4646,35700,0,0,0,0,0,16.3,1.668,0,15.04,169.6,1031000,-4791000000,0,-15510000,-4646,0,-15.04,Equatorial Guinea,2012
6551000000,1460000000,0,5091000000,36820000000,0,0,0,0,0,15670000,1917000,0,14440000,174900000,,,,,,,6086,1357,0,4729,34200,0,0,0,0,0,14.55,1.781,0,13.41,162.5,1076000,-5091000000,0,-14440000,-4729,0,-13.41,Equatorial Guinea,2013
6161000000,1370000000,0,4791000000,36820000000,0,0,0,0,0,15100000,1765000,0,13070000,174900000,,,,,,,5490,1221,0,4269,32800,0,0,0,0,0,13.45,1.572,0,11.64,155.8,1122000,-4791000000,0,-13070000,-4269,0,-11.64,Equatorial Guinea,2014
6201000000,1190000000,0,5011000000,36820000000,0,0,0,0,0,14520000,1595000,0,12640000,174900000,,,,,,,5306,1018,0,4288,31510,0,0,0,0,0,12.42,1.365,0,10.82,149.7,1169000,-5011000000,0,-12640000,-4288,0,-10.82,Equatorial Guinea,2015
5805000000,1180000000,0,4625000000,36820000000,0,0,0,0,0,13180000,1601000,0,14080000,174900000,,,,,,,4777,971.2,0,3806,30300,0,0,0,0,0,10.85,1.317,0,11.59,143.9,1215000,-4625000000,0,-14080000,-3806,0,-11.59,Equatorial Guinea,2016
6070000000,1170000000,0,4879000000,36820000000,0,0,0,0,0,10700000,1625000,0,11940000,174900000,,,,,,,4810,927.2,0,3866,29170,0,0,0,0,0,8.482,1.288,0,9.46,138.6,1262000,-4879000000,0,-11940000,-3866,0,-9.46,Equatorial Guinea,2017
5580000000,1110000000,0,4419000000,145000000000,0,0,0,0,0,10000000,1356000,0,10710000,174900000,,,,,,,4263,848.1,0,3376,110800,0,0,0,0,0,7.641,1.036,0,8.184,133.6,1309000,-4419000000,0,-10710000,-3376,0,-8.184,Equatorial Guinea,2018
4570000000,1080000000,0,3568000000,145000000000,0,0,0,0,0,9045000,1294000,,,174900000,,,,,,,3370,796.6,0,2632,107000,0,0,0,0,0,6.671,0.9545,,,129,1356000,-3568000000,0,,-2632,0,,Equatorial Guinea,2019
,,0,,142000000000,0,0,0,0,,8569000,,,,174900000,,,,,,,,,0,,101200,0,0,0,0,,6.108,,,,124.7,1403000,,0,,,0,,Equatorial Guinea,2020
,,,,139000000000,,,,,,,,,,174900000,,,,,,,,,,,95890,,,,,,,,,,120.6,1450000,,,,,,,Equatorial Guinea,2021
0,0,0,0,0,0,0,0,0,,0,365800,869900,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.1649,0.3921,0,0,2218000,0,0,869900,0,0,0.3921,Eritrea,1994
0,0,0,0,0,0,0,0,0,,0,418100,735200,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.1897,0.3335,0,0,2204000,0,0,735200,0,0,0.3335,Eritrea,1995
0,0,0,0,0,0,0,0,0,,0,423900,788600,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.193,0.359,0,0,2196000,0,0,788600,0,0,0.359,Eritrea,1996
0,0,0,0,0,0,0,0,0,,0,426300,473900,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.1942,0.2159,0,0,2195000,0,0,473900,0,0,0.2159,Eritrea,1997
0,0,0,0,0,0,0,0,0,,0,454800,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.2061,0,0,0,2206000,0,0,0,0,0,0,Eritrea,1998
0,0,0,0,0,0,0,0,0,,0,472200,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.2111,0,0,0,2237000,0,0,0,0,0,0,Eritrea,1999
0,0,0,0,0,0,0,0,0,,0,241600,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.1054,0,0,0,2292000,0,0,0,0,0,0,Eritrea,2000
