Name_x,Name_y,Games,Event
Julianne Lyn McNamara (-Zeile),"Pamela Jean ""Pam"" Bileck (-Flat)",1984 Summer,Gymnastics Women's Balance Beam
Julianne Lyn McNamara (-Zeile),Michelle Hollis Dusserre (-Farrell),1984 Summer,Gymnastics Women's Balance Beam
Julianne Lyn McNamara (-Zeile),"Kathleen Ann ""Kathy"" Johnson (-Clarke)",1984 Summer,Gymnastics Women's Balance Beam
Julianne Lyn McNamara (-Zeile),Mary Lou Retton (-Kelley),1984 Summer,Gymnastics Women's Balance Beam
Julianne Lyn McNamara (-Zeile),Tracee Ann Talavera (-Kent),1984 Summer,Gymnastics Women's Balance Beam
Mary Lou Retton (-Kelley),"Pamela Jean ""Pam"" Bileck (-Flat)",1984 Summer,Gymnastics Women's Balance Beam
Mary Lou Retton (-Kelley),Michelle Hollis Dusserre (-Farrell),1984 Summer,Gymnastics Women's Balance Beam
Mary Lou Retton (-Kelley),"Kathleen Ann ""Kathy"" Johnson (-Clarke)",1984 Summer,Gymnastics Women's Balance Beam
Mary Lou Retton (-Kelley),Julianne Lyn McNamara (-Zeile),1984 Summer,Gymnastics Women's Balance Beam
Mary Lou Retton (-Kelley),Tracee Ann Talavera (-Kent),1984 Summer,Gymnastics Women's Balance Beam
Tracee Ann Talavera (-Kent),"Pamela Jean ""Pam"" Bileck (-Flat)",1984 Summer,Gymnastics Women's Balance Beam
Tracee Ann Talavera (-Kent),Michelle Hollis Dusserre (-Farrell),1984 Summer,Gymnastics Women's Balance Beam
Tracee Ann Talavera (-Kent),"Kathleen Ann ""Kathy"" Johnson (-Clarke)",1984 Summer,Gymnastics Women's Balance Beam
Tracee Ann Talavera (-Kent),Julianne Lyn McNamara (-Zeile),1984 Summer,Gymnastics Women's Balance Beam
Tracee Ann Talavera (-Kent),Mary Lou Retton (-Kelley),1984 Summer,Gymnastics Women's Balance Beam
Simone Arianne Biles,"Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Individual All-Around
Simone Arianne Biles,"Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Individual All-Around
"Gabrielle Christina Victoria ""Gabby"" Douglas",Simone Arianne Biles,2016 Summer,Gymnastics Women's Individual All-Around
"Gabrielle Christina Victoria ""Gabby"" Douglas","Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Individual All-Around
"Alexandra Rose ""Aly"" Raisman",Simone Arianne Biles,2016 Summer,Gymnastics Women's Individual All-Around
"Alexandra Rose ""Aly"" Raisman","Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Individual All-Around
Simone Arianne Biles,"Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Team All-Around
Simone Arianne Biles,"Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Team All-Around
Simone Arianne Biles,Madison Taylor Kocian,2016 Summer,Gymnastics Women's Team All-Around
Simone Arianne Biles,"Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Team All-Around
"Gabrielle Christina Victoria ""Gabby"" Douglas",Simone Arianne Biles,2016 Summer,Gymnastics Women's Team All-Around
"Gabrielle Christina Victoria ""Gabby"" Douglas","Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Team All-Around
"Gabrielle Christina Victoria ""Gabby"" Douglas",Madison Taylor Kocian,2016 Summer,Gymnastics Women's Team All-Around
"Gabrielle Christina Victoria ""Gabby"" Douglas","Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Team All-Around
"Lauren Zoe ""Laurie"" Hernandez",Simone Arianne Biles,2016 Summer,Gymnastics Women's Team All-Around
"Lauren Zoe ""Laurie"" Hernandez","Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Team All-Around
"Lauren Zoe ""Laurie"" Hernandez",Madison Taylor Kocian,2016 Summer,Gymnastics Women's Team All-Around
"Lauren Zoe ""Laurie"" Hernandez","Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Team All-Around
Madison Taylor Kocian,Simone Arianne Biles,2016 Summer,Gymnastics Women's Team All-Around
Madison Taylor Kocian,"Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Team All-Around
Madison Taylor Kocian,"Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Team All-Around
Madison Taylor Kocian,"Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Team All-Around
"Alexandra Rose ""Aly"" Raisman",Simone Arianne Biles,2016 Summer,Gymnastics Women's Team All-Around
"Alexandra Rose ""Aly"" Raisman","Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Team All-Around
"Alexandra Rose ""Aly"" Raisman","Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Team All-Around
"Alexandra Rose ""Aly"" Raisman",Madison Taylor Kocian,2016 Summer,Gymnastics Women's Team All-Around
Simone Arianne Biles,"Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Floor Exercise
Simone Arianne Biles,"Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Floor Exercise
Simone Arianne Biles,"Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Floor Exercise
"Gabrielle Christina Victoria ""Gabby"" Douglas",Simone Arianne Biles,2016 Summer,Gymnastics Women's Floor Exercise
"Gabrielle Christina Victoria ""Gabby"" Douglas","Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Floor Exercise
"Gabrielle Christina Victoria ""Gabby"" Douglas","Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Floor Exercise
"Lauren Zoe ""Laurie"" Hernandez",Simone Arianne Biles,2016 Summer,Gymnastics Women's Floor Exercise
"Lauren Zoe ""Laurie"" Hernandez","Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Floor Exercise
"Lauren Zoe ""Laurie"" Hernandez","Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Floor Exercise
"Alexandra Rose ""Aly"" Raisman",Simone Arianne Biles,2016 Summer,Gymnastics Women's Floor Exercise
"Alexandra Rose ""Aly"" Raisman","Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Floor Exercise
"Alexandra Rose ""Aly"" Raisman","Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Floor Exercise
Simone Arianne Biles,"Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Uneven Bars
Simone Arianne Biles,Madison Taylor Kocian,2016 Summer,Gymnastics Women's Uneven Bars
Simone Arianne Biles,"Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Uneven Bars
"Gabrielle Christina Victoria ""Gabby"" Douglas",Simone Arianne Biles,2016 Summer,Gymnastics Women's Uneven Bars
"Gabrielle Christina Victoria ""Gabby"" Douglas",Madison Taylor Kocian,2016 Summer,Gymnastics Women's Uneven Bars
"Gabrielle Christina Victoria ""Gabby"" Douglas","Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Uneven Bars
Madison Taylor Kocian,Simone Arianne Biles,2016 Summer,Gymnastics Women's Uneven Bars
Madison Taylor Kocian,"Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Uneven Bars
Madison Taylor Kocian,"Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Uneven Bars
"Alexandra Rose ""Aly"" Raisman",Simone Arianne Biles,2016 Summer,Gymnastics Women's Uneven Bars
"Alexandra Rose ""Aly"" Raisman","Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Uneven Bars
"Alexandra Rose ""Aly"" Raisman",Madison Taylor Kocian,2016 Summer,Gymnastics Women's Uneven Bars
Simone Arianne Biles,"Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Balance Beam
Simone Arianne Biles,"Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Balance Beam
Simone Arianne Biles,"Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Balance Beam
"Gabrielle Christina Victoria ""Gabby"" Douglas",Simone Arianne Biles,2016 Summer,Gymnastics Women's Balance Beam
"Gabrielle Christina Victoria ""Gabby"" Douglas","Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Balance Beam
"Gabrielle Christina Victoria ""Gabby"" Douglas","Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Balance Beam
"Lauren Zoe ""Laurie"" Hernandez",Simone Arianne Biles,2016 Summer,Gymnastics Women's Balance Beam
"Lauren Zoe ""Laurie"" Hernandez","Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Balance Beam
"Lauren Zoe ""Laurie"" Hernandez","Alexandra Rose ""Aly"" Raisman",2016 Summer,Gymnastics Women's Balance Beam
"Alexandra Rose ""Aly"" Raisman",Simone Arianne Biles,2016 Summer,Gymnastics Women's Balance Beam
"Alexandra Rose ""Aly"" Raisman","Gabrielle Christina Victoria ""Gabby"" Douglas",2016 Summer,Gymnastics Women's Balance Beam
"Alexandra Rose ""Aly"" Raisman","Lauren Zoe ""Laurie"" Hernandez",2016 Summer,Gymnastics Women's Balance Beam
Amanda Kathleen Borden (-Cochran),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Individual All-Around
Amanda Kathleen Borden (-Cochran),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Individual All-Around
Amanda Kathleen Borden (-Cochran),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Individual All-Around
Amanda Kathleen Borden (-Cochran),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Individual All-Around
Amanda Kathleen Borden (-Cochran),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Individual All-Around
Amanda Kathleen Borden (-Cochran),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Individual All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Individual All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Individual All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Individual All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Individual All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)","Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Individual All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Individual All-Around
Dominique Helena Moceanu (-Canales),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Individual All-Around
Dominique Helena Moceanu (-Canales),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Individual All-Around
Dominique Helena Moceanu (-Canales),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Individual All-Around
Dominique Helena Moceanu (-Canales),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Individual All-Around
Dominique Helena Moceanu (-Canales),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Individual All-Around
Dominique Helena Moceanu (-Canales),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Individual All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Individual All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Individual All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Individual All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)","Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Individual All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Individual All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Individual All-Around
Kerri Allyson Strug (-Fischer),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Individual All-Around
Kerri Allyson Strug (-Fischer),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Individual All-Around
Kerri Allyson Strug (-Fischer),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Individual All-Around
Kerri Allyson Strug (-Fischer),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Individual All-Around
Kerri Allyson Strug (-Fischer),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Individual All-Around
Kerri Allyson Strug (-Fischer),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Individual All-Around
Amanda Kathleen Borden (-Cochran),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Team All-Around
Amanda Kathleen Borden (-Cochran),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Team All-Around
Amanda Kathleen Borden (-Cochran),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Team All-Around
Amanda Kathleen Borden (-Cochran),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Team All-Around
Amanda Kathleen Borden (-Cochran),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Team All-Around
Amanda Kathleen Borden (-Cochran),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Team All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Team All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Team All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Team All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Team All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)","Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Team All-Around
"Shannon Lee Miller (-Phillips, -Falconetti)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Team All-Around
Dominique Helena Moceanu (-Canales),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Team All-Around
Dominique Helena Moceanu (-Canales),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Team All-Around
Dominique Helena Moceanu (-Canales),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Team All-Around
Dominique Helena Moceanu (-Canales),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Team All-Around
Dominique Helena Moceanu (-Canales),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Team All-Around
Dominique Helena Moceanu (-Canales),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Team All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Team All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Team All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Team All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)","Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Team All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Team All-Around
"Jaycie Lynn Phelps (-McClure, -Marus)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Team All-Around
Kerri Allyson Strug (-Fischer),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Team All-Around
Kerri Allyson Strug (-Fischer),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Team All-Around
Kerri Allyson Strug (-Fischer),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Team All-Around
Kerri Allyson Strug (-Fischer),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Team All-Around
Kerri Allyson Strug (-Fischer),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Team All-Around
Kerri Allyson Strug (-Fischer),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Team All-Around
Amanda Kathleen Borden (-Cochran),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Floor Exercise
Amanda Kathleen Borden (-Cochran),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Floor Exercise
Amanda Kathleen Borden (-Cochran),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Floor Exercise
Amanda Kathleen Borden (-Cochran),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Floor Exercise
Amanda Kathleen Borden (-Cochran),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Floor Exercise
"Shannon Lee Miller (-Phillips, -Falconetti)",Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Floor Exercise
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Floor Exercise
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Floor Exercise
"Shannon Lee Miller (-Phillips, -Falconetti)","Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Floor Exercise
"Shannon Lee Miller (-Phillips, -Falconetti)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Floor Exercise
Dominique Helena Moceanu (-Canales),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Floor Exercise
Dominique Helena Moceanu (-Canales),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Floor Exercise
Dominique Helena Moceanu (-Canales),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Floor Exercise
Dominique Helena Moceanu (-Canales),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Floor Exercise
Dominique Helena Moceanu (-Canales),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Floor Exercise
"Jaycie Lynn Phelps (-McClure, -Marus)",Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Floor Exercise
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Floor Exercise
"Jaycie Lynn Phelps (-McClure, -Marus)","Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Floor Exercise
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Floor Exercise
"Jaycie Lynn Phelps (-McClure, -Marus)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Floor Exercise
Kerri Allyson Strug (-Fischer),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Floor Exercise
Kerri Allyson Strug (-Fischer),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Floor Exercise
Kerri Allyson Strug (-Fischer),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Floor Exercise
Kerri Allyson Strug (-Fischer),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Floor Exercise
Kerri Allyson Strug (-Fischer),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Floor Exercise
Amanda Kathleen Borden (-Cochran),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Balance Beam
Amanda Kathleen Borden (-Cochran),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Balance Beam
Amanda Kathleen Borden (-Cochran),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Balance Beam
Amanda Kathleen Borden (-Cochran),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Balance Beam
Amanda Kathleen Borden (-Cochran),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Balance Beam
Dominique Margaux Dawes (-Thompson),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Balance Beam
Dominique Margaux Dawes (-Thompson),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Balance Beam
Dominique Margaux Dawes (-Thompson),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Balance Beam
Dominique Margaux Dawes (-Thompson),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Balance Beam
Dominique Margaux Dawes (-Thompson),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Balance Beam
"Shannon Lee Miller (-Phillips, -Falconetti)",Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Balance Beam
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Balance Beam
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Balance Beam
"Shannon Lee Miller (-Phillips, -Falconetti)","Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Balance Beam
"Shannon Lee Miller (-Phillips, -Falconetti)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Balance Beam
Dominique Helena Moceanu (-Canales),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Balance Beam
Dominique Helena Moceanu (-Canales),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Balance Beam
Dominique Helena Moceanu (-Canales),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Balance Beam
Dominique Helena Moceanu (-Canales),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Balance Beam
Dominique Helena Moceanu (-Canales),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Balance Beam
"Jaycie Lynn Phelps (-McClure, -Marus)",Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Balance Beam
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Balance Beam
"Jaycie Lynn Phelps (-McClure, -Marus)","Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Balance Beam
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Balance Beam
"Jaycie Lynn Phelps (-McClure, -Marus)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Balance Beam
Kerri Allyson Strug (-Fischer),Amanda Kathleen Borden (-Cochran),1996 Summer,Gymnastics Women's Balance Beam
Kerri Allyson Strug (-Fischer),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Balance Beam
