time,rad_flow,fpv_close,fpv_open,high,bypass,bpv_close,bpv_open,class
3629,65,-2,109,0,64,0,44,45,0
3630,84,0,88,6,-2,0,4,90,86
3631,37,0,106,-6,36,0,69,70,0
3632,55,-4,81,0,-22,-8,26,105,78
3633,55,0,77,0,26,-4,21,51,30
3634,37,0,96,4,24,0,59,73,14
3635,37,0,79,0,28,-37,43,51,8
3636,55,0,78,3,26,0,23,52,30
3637,62,1,109,0,62,1,47,47,0
3638,37,0,75,0,28,28,38,46,8
3639,49,0,87,6,50,1,38,38,0
3640,37,0,95,0,10,25,58,84,26
3641,55,5,80,-7,54,0,25,26,2
3642,51,0,78,0,52,0,27,26,0
3643,37,0,95,2,10,31,58,84,26
3644,41,0,108,0,42,2,67,67,0
3645,56,2,97,5,52,0,40,45,4
3646,37,0,83,0,2,23,46,80,34
3647,55,4,93,0,54,0,38,39,2
3648,47,-2,78,0,46,0,31,32,0
3649,37,3,83,-3,34,0,45,49,4
3650,47,-4,89,0,46,0,42,42,0
3651,37,5,79,0,36,0,43,43,0
3652,37,-2,90,0,8,2,53,82,30
3653,37,0,79,0,8,31,42,71,30
3654,41,5,79,0,38,-16,38,40,2
3655,56,0,77,13,-4,0,21,83,62
3656,37,0,105,-4,20,-2,68,84,16
3657,50,0,107,-2,50,-4,56,58,2
3658,43,0,86,5,42,-1,43,45,2
3659,43,0,77,0,42,-17,34,36,2
3660,81,0,86,5,-40,5,5,127,122
3661,37,0,83,0,-2,-22,47,86,40
3662,42,-3,86,0,42,0,44,44,0
3663,53,0,88,0,54,15,35,33,0
3664,42,3,108,0,42,0,66,67,0
3665,55,0,93,0,46,-9,37,46,8
3666,55,0,79,0,20,16,23,58,34
3667,39,-1,77,0,38,0,39,39,0
3668,80,0,84,-1,-38,-6,4,123,118
3669,52,0,88,0,52,0,36,36,0
3670,51,0,86,-4,50,-27,35,37,2
3671,45,0,82,6,44,0,37,38,2
3672,39,0,78,1,38,0,39,39,0
3673,80,-3,84,-3,-42,9,5,128,124
3674,55,0,77,0,-20,-5,21,97,76
3675,44,0,76,2,44,0,32,32,0
3676,56,3,98,4,54,24,42,44,2
3677,45,-1,81,0,46,16,36,35,0
3678,43,-4,76,0,42,-18,33,35,2
3679,43,0,81,8,44,30,38,37,0
3680,45,-1,86,-3,44,-6,41,42,2
3681,42,0,78,-6,42,0,36,37,0
3682,42,-2,78,0,42,0,36,37,2
3683,47,-1,81,0,46,0,34,35,0
3684,83,0,86,0,-4,30,3,92,88
3685,39,4,86,0,38,0,48,48,0
3686,37,0,76,0,20,6,40,55,16
3687,37,0,77,0,-22,5,41,101,60
3688,43,-4,85,0,42,0,42,44,2
3689,51,-2,83,0,50,-31,32,34,2
3690,45,0,76,0,46,20,30,29,0
3691,37,-5,81,0,36,0,44,45,0
3692,55,0,98,5,50,0,42,49,6
3693,56,0,95,-8,44,-1,39,51,12
3694,56,0,97,0,44,27,41,53,12
3695,55,0,82,1,-18,-11,26,100,74
3696,37,-1,76,0,20,0,39,55,16
3697,50,2,83,0,50,0,32,33,2
3698,55,-5,72,-3,0,0,17,72,56
3699,37,1,79,0,-2,0,42,81,40
3700,41,0,79,3,42,27,39,38,0
3701,38,-2,107,0,38,0,69,68,0
3702,44,-2,97,4,44,5,53,53,0
3703,51,-3,77,0,52,22,26,25,0
3704,107,0,108,-3,70,0,1,38,36
3705,55,0,77,-7,54,0,22,23,0
3706,55,0,78,0,18,20,23,60,38
3707,37,0,80,-2,20,-5,43,59,16
3708,38,0,90,0,8,0,52,82,30
3709,55,-4,81,0,-4,13,25,86,60
3710,49,0,79,0,50,23,31,30,0
3711,41,0,75,0,42,5,34,34,0
3712,45,1,77,0,44,0,32,33,0
3713,55,0,95,-1,52,-18,40,44,4
3714,55,0,77,0,-2,6,21,79,58
3715,37,0,97,0,36,21,59,60,2
3716,55,0,81,-7,54,248,26,27,2
3717,45,0,84,-1,44,0,40,41,0
3718,41,3,78,0,42,2,37,37,0
3719,56,0,81,0,-10,-8,25,92,66
3720,48,2,86,0,46,0,37,39,2
3721,56,0,81,0,-6,0,25,89,64
3722,50,0,84,0,50,0,33,35,2
3723,55,0,92,0,36,-1,37,56,20
3724,46,5,76,3,46,0,30,30,0
3725,37,0,78,-1,12,-4,41,65,24
3726,55,5,77,0,34,0,22,44,22
3727,56,1,81,0,-6,-19,25,88,64
3728,56,0,77,0,46,2,22,31,10
3729,56,1,88,0,54,-3,32,33,2
3730,37,0,78,0,26,3,41,52,12
3731,43,1,107,0,42,0,64,66,2
3732,56,0,95,0,56,8,39,39,0
3733,53,0,103,0,52,-14,50,51,2
3734,51,-1,78,0,50,-7,27,29,2
3735,55,0,77,5,-22,0,22,101,78
3736,49,-3,80,0,50,0,31,31,0
3737,56,3,82,0,56,15,26,25,0
3738,37,3,79,0,18,0,41,61,20
3739,42,-1,82,0,42,0,40,41,0
3740,47,4,83,0,46,0,37,37,0
3741,37,0,92,0,16,5,54,76,22
3742,49,-4,79,0,50,0,30,30,0
3743,37,0,100,-1,28,0,64,72,8
3744,37,0,104,0,20,1,67,84,16
3745,48,-1,83,-4,46,-6,35,37,2
3746,51,0,109,0,50,-9,58,60,2
3747,55,0,96,0,46,7,41,50,8
3748,47,-2,88,0,46,0,41,42,0
3749,41,0,81,-2,38,-27,40,42,2
3750,45,0,79,0,46,19,34,33,0
3751,37,0,80,0,26,0,43,54,12
3752,44,0,82,0,44,4,38,38,0
3753,49,-1,83,-3,46,10,34,37,2
3754,102,0,103,5,70,-10,1,33,32
3755,48,0,83,4,46,0,35,36,2
3756,46,0,86,0,46,13,40,39,0
3757,56,0,79,0,56,4,23,22,0
3758,38,0,86,0,38,2,49,48,0
3759,43,0,76,17,42,-5,33,35,2
3760,49,0,95,0,46,-19,47,49,2
3761,47,0,79,-2,46,0,32,32,0
3762,41,0,83,0,38,-24,41,44,2
3763,42,5,81,0,42,0,39,40,0
3764,37,0,76,5,30,0,39,45,6
3765,53,0,84,0,54,5,30,30,0
3766,59,0,86,0,60,7,28,27,0
3767,44,-5,83,0,42,-30,40,42,2
3768,55,-1,95,-3,54,-5,40,41,2
3769,37,0,79,0,8,20,42,71,28
3770,37,-3,76,0,20,0,39,55,16
3771,53,0,88,2,52,-12,35,36,2
3772,55,4,74,1,-4,-2,18,79,60
3773,56,0,95,0,50,-21,40,46,6
3774,40,0,87,0,38,-1,47,48,2
3775,45,0,79,0,44,-6,33,35,2
3776,37,1,82,0,36,0,45,46,2
3777,37,0,90,53,6,0,53,85,32
3778,37,-2,79,-6,12,-16,42,66,24
3779,37,1,75,0,20,0,38,54,16
3780,47,-4,86,1,46,0,39,40,0
3781,106,0,108,0,72,2,1,35,34
3782,62,0,109,0,62,3,47,47,0
3783,106,0,108,-2,70,-2,1,38,36
3784,37,0,78,-6,0,0,42,78,36
3785,41,2,76,0,38,-25,35,37,2
3786,37,0,104,-1,20,27,67,84,16
3787,53,0,103,0,52,-15,50,51,2
3788,55,0,96,1,46,0,41,50,8
3789,43,0,81,0,42,0,38,40,2
3790,37,0,79,0,28,15,42,51,8
3791,37,-2,75,0,26,-1,38,49,10
3792,56,0,91,0,54,-13,35,37,2
3793,79,-3,83,0,-46,0,5,130,126
3794,41,-3,89,4,42,0,48,48,0
3795,49,5,77,0,50,2,28,28,0
3796,41,1,75,0,42,10,34,34,0
3797,47,0,77,-3,46,0,29,30,0
3798,37,0,108,-1,34,0,71,74,4
3799,56,0,78,8,10,1,22,68,46
3800,53,6,79,0,42,-1,25,37,12
3801,56,0,76,0,-18,-14,20,94,74
3802,45,5,86,0,44,0,41,42,2
3803,38,0,107,0,38,7,69,68,0
3804,50,-2,88,0,50,0,37,39,2
3805,46,0,83,3,44,-26,37,39,2
3806,37,0,81,0,24,-11,44,57,14
3807,41,0,83,7,38,-10,42,44,2
3808,37,0,80,0,30,5,43,49,6
3809,41,0,109,2,38,-4,68,70,2
3810,47,-1,84,-4,46,0,38,38,0
3811,37,0,100,0,34,0,64,67,4
3812,37,0,93,0,28,8,55,64,8
3813,45,0,79,-1,44,5,33,35,2
3814,50,5,82,0,50,0,32,33,2
3815,64,-2,111,1,62,-4,47,49,2
3816,37,1,97,0,34,1,60,64,4
3817,37,0,104,0,26,6,67,78,12
3818,44,1,93,0,44,5,50,50,0
3819,55,0,92,-7,30,-5,36,61,24
3820,37,0,80,0,36,-15,43,44,2
3821,37,0,76,0,34,9,39,43,4
3822,37,0,82,4,26,-5,45,56,10
3823,39,4,77,0,38,0,38,38,0
3824,56,3,77,-2,44,0,22,34,12
3825,56,2,77,1,10,8,22,67,46
3826,37,0,81,0,36,3,43,44,2
3827,55,0,76,0,-14,15,21,92,70
3828,45,0,79,-2,44,-6,33,35,2
3829,37,4,82,0,36,0,45,46,2
3830,54,1,79,6,54,0,26,25,0
3831,37,-6,106,0,36,0,69,69,0
3832,56,4,79,0,-4,0,24,85,62
3833,47,1,102,0,46,0,55,55,0
3834,39,-3,81,0,38,0,43,43,0
3835,49,0,83,-1,50,31,34,34,0
3836,44,0,76,6,44,6,32,32,0
3837,55,0,82,7,-12,0,26,95,68
3838,49,0,79,0,50,9,30,30,0
3839,51,0,86,0,52,28,36,35,0
3840,44,3,75,0,44,1,31,31,0
3841,41,0,77,-4,42,0,36,35,0
3842,56,1,91,0,-4,0,35,96,62
3843,46,0,85,3,44,-30,39,41,2
3844,57,1,86,-6,56,0,30,30,0
3845,37,0,107,0,28,-24,70,78,8
3846,55,0,77,0,16,22,22,62,40
3847,50,-1,88,-2,50,0,38,39,0
3848,56,0,77,0,44,-21,22,34,12
3849,41,1,79,0,42,14,38,38,0
3850,47,0,77,-3,46,0,31,31,0
3851,56,3,87,5,56,0,31,30,0
3852,59,1,84,0,56,-25,25,27,2
3853,41,0,81,0,42,11,39,39,0
3854,58,3,97,0,56,0,39,40,0
3855,37,0,77,-5,36,7,40,41,0
3856,82,0,85,-1,-2,9,3,88,84
3857,46,0,88,1,46,12,43,42,0
3858,52,0,88,0,52,-6,35,36,0
3859,37,-17,106,-2,34,-4,69,72,4
3860,43,-2,86,0,42,0,43,44,2
3861,40,-1,108,0,38,0,68,69,2
3862,37,0,79,-5,2,0,43,77,34
3863,37,0,106,0,36,0,68,69,2
3864,45,0,76,0,44,-1,30,32,2
3865,48,2,95,0,46,0,47,49,2
3866,44,0,75,0,42,-24,31,34,2
3867,56,0,96,-3,50,-3,40,47,6
3868,37,0,97,0,34,12,60,64,4
3869,44,3,81,0,44,22,37,37,0
3870,56,-1,95,0,56,12,40,39,0
3871,37,-1,82,0,36,-23,45,46,2
3872,50,-2,101,0,50,0,52,52,0
3873,51,4,102,0,52,7,51,50,0
3874,46,2,93,0,46,1,48,47,0
3875,37,0,77,0,18,-7,41,59,18
3876,51,-3,86,0,52,0,35,34,0
3877,43,0,81,-5,42,0,37,39,2
3878,55,0,77,0,-10,6,21,87,66
3879,37,0,77,0,6,-24,40,72,32
3880,46,0,76,0,46,14,30,30,0
3881,55,0,78,0,10,-5,23,68,46
3882,56,3,98,0,42,0,42,57,14
3883,55,0,71,-1,0,0,16,71,56
3884,44,0,84,0,42,-18,40,43,2
3885,55,-5,80,-7,-2,0,25,83,58
3886,56,2,91,0,56,2,35,34,0
3887,83,1,88,0,6,0,5,83,78
3888,39,2,81,0,38,0,42,42,0
3889,43,0,81,0,42,-16,38,40,2
3890,37,0,79,0,2,-20,42,76,34
3891,53,-2,80,0,52,-25,27,28,2
3892,41,0,79,-2,42,2,38,37,0
3893,104,0,104,-7,70,0,1,35,34
3894,41,0,76,0,42,4,34,34,0
3895,47,-4,76,0,46,0,30,30,0
3896,56,0,78,0,24,-3,22,55,32
3897,37,0,79,-2,36,-4,42,43,2
3898,41,3,79,0,38,-22,38,40,2
3899,55,0,77,0,-28,22,22,106,84
3900,52,0,88,-4,52,0,35,36,0
3901,45,4,83,0,44,0,37,39,2
3902,37,0,104,0,18,0,67,86,18
3903,45,0,82,0,44,-5,37,38,2
3904,37,0,92,-2,18,6,55,74,20
3905,44,-1,86,0,44,5,43,42,0
3906,56,0,80,0,54,-24,24,26,2
3907,49,0,86,0,46,-17,37,39,2
3908,43,1,90,0,42,0,47,49,2
3909,55,5,79,0,54,0,24,25,2
3910,45,-1,86,0,44,-13,40,42,2
3911,43,0,85,-1,42,-8,42,44,2
3912,37,0,107,2,36,0,69,71,2
3913,43,0,76,0,44,23,33,32,0
3914,45,0,88,0,44,0,42,44,2
3915,43,0,85,-1,42,0,42,44,2
3916,44,0,84,0,44,2,40,40,0
3917,43,3,83,0,42,0,39,41,2
3918,40,0,106,0,38,0,66,67,2
3919,37,0,79,0,2,1,42,76,34
3920,58,5,81,0,56,0,23,24,2
3921,43,1,85,0,42,-2,42,44,2
3922,46,0,86,0,46,6,40,39,0
3923,55,0,81,-4,54,0,26,27,2
3924,45,1,86,0,46,29,40,39,0
3925,37,-3,106,-5,30,-5,69,75,6
3926,46,0,79,0,46,19,34,33,0
3927,45,0,80,0,44,-15,35,36,2
3928,37,0,76,0,36,22,39,40,2
3929,37,-110,106,0,34,-3,69,72,4
3930,37,0,76,0,30,3,40,45,6
3931,41,-1,77,0,38,-6,36,38,2
3932,43,-3,99,0,42,-14,56,58,2
3933,37,0,76,0,26,6,39,50,12
3934,40,0,88,1,38,0,48,50,2
3935,49,-2,78,0,46,-23,29,32,2
3936,42,2,79,0,42,0,37,38,2
3937,107,0,108,-2,72,8,1,35,34
3938,41,0,83,0,42,28,42,41,0
3939,37,0,75,-2,28,-4,38,46,8
3940,41,0,76,0,38,-29,35,37,2
3941,59,-4,108,0,60,4,49,49,0
3942,37,0,104,0,18,18,67,86,18
3943,37,0,83,7,10,0,47,73,26
3944,41,5,86,0,38,-3,46,48,2
3945,81,5,84,2,-20,0,4,105,102
3946,55,0,96,0,50,9,41,47,6
3947,46,-2,76,0,46,6,30,30,0
3948,45,-4,86,0,44,-1,41,42,2
3949,56,-1,92,0,54,-30,35,37,2
3950,37,0,81,0,10,-9,45,71,26
3951,39,-2,107,0,38,0,68,68,0
3952,37,0,79,0,2,-24,42,76,34
3953,56,2,86,0,54,-7,30,32,2
3954,37,-1,107,0,36,0,70,71,0
3955,84,0,88,-1,6,-5,5,83,78
3956,46,0,88,5,46,0,42,42,0
3957,45,-1,86,0,44,-3,41,42,2
3958,43,0,78,0,44,22,35,34,0
3959,38,1,94,0,38,20,56,55,0
3960,44,0,86,0,44,3,42,42,0
3961,76,3,81,2,-40,9,5,122,118
3962,37,0,78,0,20,7,41,57,16
3963,41,2,81,0,38,0,40,42,2
3964,46,0,76,-1,46,3,30,30,0
3965,39,-1,81,0,38,0,43,43,0
3966,59,0,86,0,56,-8,28,30,2
3967,53,1,81,0,52,-6,28,30,2
3968,48,0,81,0,46,-7,33,35,2
3969,37,0,80,0,24,16,43,57,14
3970,44,1,76,0,42,-18,32,34,2
3971,37,0,95,0,8,0,58,87,30
3972,55,0,79,0,20,-13,24,59,34
3973,56,0,81,0,-14,16,25,97,72
3974,41,0,76,-1,38,-17,35,37,2
3975,37,0,79,0,6,-8,42,74,32
3976,55,0,95,-7,52,-14,40,44,4
3977,38,0,81,0,38,1,43,42,0
3978,83,0,86,0,-2,31,3,89,86
3979,43,0,86,1,42,-6,43,45,2
3980,59,0,86,-3,60,18,27,26,0
3981,45,0,77,4,44,0,32,34,2
3982,41,-1,83,0,42,11,42,41,0
3983,37,0,95,0,10,30,58,84,26
3984,55,0,94,5,18,0,39,76,38
3985,49,-1,81,0,46,-19,33,35,2
3986,46,0,85,-1,44,-21,39,41,2
3987,102,0,102,-3,72,11,1,30,30
3988,37,0,97,0,30,-6,60,66,6
3989,79,0,83,0,-46,-12,4,130,126
3990,55,0,92,0,34,-12,37,59,22
3991,48,0,81,0,50,31,32,32,0
3992,56,0,96,6,46,0,40,50,10
3993,37,0,82,0,38,25,45,43,0
3994,51,0,87,0,50,-7,36,38,2
3995,56,3,97,0,52,17,41,45,4
3996,56,0,84,0,56,6,29,28,0
3997,49,2,78,0,50,4,29,29,0
3998,54,1,83,-1,54,0,29,29,0
3999,45,0,86,-2,44,-5,41,42,2
4000,37,0,79,0,2,2,42,76,34
4001,59,1,84,0,56,-8,25,27,2
4002,56,0,78,0,24,-9,22,55,32
4003,56,5,93,3,46,0,37,46,10
4004,44,0,76,0,44,0,32,32,0
4005,40,-2,78,0,38,0,38,39,2
4006,50,-3,79,0,50,0,28,30,2
4007,37,-28,106,5,36,0,69,69,0
4008,56,-1,77,-4,24,-13,22,54,32
4009,55,0,78,0,24,-14,23,55,32
4010,54,1,81,1,54,0,28,27,0
4011,49,0,88,-2,50,6,40,39,0
4012,53,0,82,0,52,-6,29,30,2
4013,37,4,75,0,34,0,37,41,4
4014,49,-58,88,0,6,-17,40,83,44
4015,37,0,94,0,34,5,57,61,4
4016,37,0,76,0,36,8,39,39,0
4017,51,0,109,5,50,-30,58,60,2
4018,55,-1,80,0,-10,0,25,90,66
4019,44,1,79,0,44,2,36,35,0
4020,43,0,83,0,42,-4,39,41,2
4021,44,0,76,4,42,-28,32,35,2
4022,81,0,84,0,-14,17,3,100,96
4023,41,4,86,0,38,-1,46,48,2
4024,53,-1,80,0,52,-13,27,28,2
4025,47,1,83,7,46,0,37,37,0
4026,45,1,86,-4,44,0,40,42,2
4027,55,0,95,0,44,-29,40,51,12
4028,37,0,76,0,38,26,38,37,0
4029,48,4,102,0,46,0,53,55,2
4030,37,0,75,0,30,-14,38,44,6
4031,45,0,81,-1,44,-9,36,37,2
4032,37,0,84,0,20,-1,47,63,16
4033,37,0,76,5,36,0,40,40,0
4034,37,-22,77,0,20,0,40,56,16
4035,37,0,97,0,36,14,59,60,2
4036,37,0,77,0,34,-26,40,43,4
4037,49,0,77,0,50,26,29,28,0
4038,43,-3,78,0,42,0,35,37,2
4039,56,0,92,0,56,31,36,35,0
4040,45,5,102,0,44,-3,57,58,2
4041,80,0,84,0,-32,20,4,117,114
4042,41,0,83,0,38,-1,42,44,2
4043,44,0,79,0,44,16,36,35,0
4044,44,-1,79,0,44,5,35,35,0
4045,46,0,86,0,44,-28,40,42,2
4046,47,-1,81,-5,46,-7,34,34,0
4047,44,1,83,0,44,15,39,39,0
4048,55,0,96,0,44,15,41,52,12
4049,46,0,86,0,44,-22,41,42,2
4050,49,0,77,0,50,20,28,28,0
4051,76,0,80,-2,-42,-8,4,124,120
4052,41,0,88,-5,38,-14,48,50,2
4053,41,0,79,0,42,0,38,37,0
4054,46,0,79,3,46,0,33,32,0
4055,53,0,82,0,54,11,29,28,0
4056,52,-3,81,0,52,0,30,30,0
4057,56,0,95,0,42,-20,40,54,14
4058,56,0,96,0,38,-23,40,57,18
4059,37,0,100,0,36,-13,63,64,2
4060,41,0,81,0,42,20,41,40,0
4061,55,-4,79,0,54,-6,23,24,2
4062,37,0,76,0,28,22,39,47,8
4063,82,0,85,0,-6,8,3,93,90
4064,59,0,84,0,60,18,25,24,0
4065,42,0,81,-7,42,0,39,40,0
4066,43,0,80,0,42,-12,37,39,2
4067,56,0,78,0,10,4,22,68,46
4068,53,-2,80,0,52,-20,27,28,2
4069,55,0,95,0,44,0,40,51,12
4070,37,0,77,0,26,-4,41,52,10
4071,46,-2,88,0,46,0,42,41,0
4072,55,0,81,-7,54,0,26,27,0
4073,37,-19,78,0,10,0,42,68,26
4074,48,0,83,0,46,-6,34,36,2
4075,46,4,77,0,46,1,31,30,0
4076,47,-4,86,-1,46,0,39,40,0
4077,56,0,95,0,42,-14,40,54,14
4078,45,-5,88,0,44,0,44,44,0
4079,56,4,96,0,54,4,40,42,2
4080,101,-1,102,0,70,-2,1,33,32
4081,37,0,78,7,34,-7,41,45,4
4082,43,-2,76,0,42,-17,33,35,2
4083,37,-1,104,0,24,2,67,80,14
4084,41,-5,78,0,38,-16,37,39,2
4085,52,2,86,0,52,0,34,34,0
4086,41,0,86,-1,42,15,45,44,0
4087,37,0,79,6,2,6,42,76,34
4088,37,0,76,0,26,-13,39,50,10
4089,49,-4,81,0,50,0,32,32,0
4090,54,5,83,0,54,0,29,29,0
4091,55,-1,76,0,-18,-15,21,94,74
4092,50,4,79,0,50,0,29,30,0
4093,37,0,92,0,12,-4,54,79,24
4094,55,0,96,8,46,0,41,50,8
4095,37,0,77,1,36,-5,39,41,2
4096,49,0,88,2,46,-4,40,42,2
4097,37,2,97,0,34,-5,60,64,4
4098,37,0,80,0,16,-5,43,65,22
4099,56,0,80,0,56,11,24,23,0
4100,49,0,83,-1,50,26,34,34,0
4101,46,0,85,0,46,-1,39,39,0
4102,43,-2,76,0,42,0,33,34,2
4103,37,0,78,0,12,-20,42,65,24
4104,44,0,85,0,44,2,41,41,0
4105,55,2,84,0,54,-6,29,30,2
4106,79,0,83,0,-46,-21,4,130,126
4107,37,-1,80,2,-2,0,43,83,40
4108,37,0,83,0,0,6,46,83,36
4109,56,0,96,0,56,0,40,39,0
4110,51,-1,79,0,50,-30,27,30,2
4111,41,0,79,3,38,-6,39,41,2
4112,45,-1,78,0,44,-11,33,34,2
4113,50,5,107,0,50,0,56,58,2
4114,56,0,97,4,50,-10,41,48,6
4115,56,-5,81,0,56,3,25,24,0
4116,37,0,76,0,30,-16,39,45,6
4117,41,0,83,0,38,-19,42,44,2
4118,48,-5,81,0,46,-6,33,35,2
4119,39,0,75,0,38,0,35,36,0
4120,43,0,86,-6,42,0,43,44,2
4121,39,-4,76,0,38,0,37,37,0
4122,45,-1,84,0,46,21,38,37,0
4123,64,-5,109,0,64,0,45,45,0
4124,55,0,77,0,12,19,21,64,42
4125,45,-4,87,0,46,14,42,41,0
4126,37,1,90,0,24,21,52,66,14
4127,48,0,84,0,46,0,37,38,2
4128,38,0,96,0,38,5,58,57,0
4129,41,-5,97,0,42,18,57,56,0
4130,43,0,79,5,42,0,36,37,2
4131,37,0,83,0,10,-6,46,72,26
4132,37,0,80,-4,8,0,43,72,28
4133,37,0,78,0,18,-1,42,60,18
4134,49,0,76,-2,46,-25,27,30,2
4135,47,-1,85,-1,46,-1,38,39,0
4136,49,3,81,0,50,1,31,32,0
4137,55,-2,98,0,44,-8,42,54,12
4138,45,0,86,0,44,-14,40,42,2
4139,37,-1,77,0,38,9,39,38,0
4140,62,0,110,6,62,0,48,48,0
4141,41,0,87,1,38,-14,46,48,2
4142,37,0,78,-1,12,-2,41,65,24
4143,37,0,76,-6,34,7,39,42,2
4144,37,0,81,0,26,9,45,55,10
4145,56,0,81,0,-6,-11,25,88,64
4146,55,0,83,1,-24,9,27,108,82
4147,55,0,81,0,56,31,26,24,0
4148,37,0,83,0,-2,-7,47,86,40
4149,46,0,79,0,44,-18,34,35,2
4150,56,0,107,0,54,-14,51,53,2
4151,37,0,81,0,12,3,45,68,24
4152,56,3,97,0,46,11,41,51,10
4153,37,0,81,-4,26,-4,45,55,10
4154,38,0,90,-4,6,0,52,85,32
4155,42,0,77,-6,42,0,34,35,2
4156,80,-2,84,-3,-42,-24,4,128,124
4157,80,2,84,0,-40,4,4,126,122
4158,59,0,86,0,56,-22,28,30,2
4159,37,0,79,0,2,24,42,76,34
4160,56,3,85,0,56,1,29,28,0
4161,56,0,92,2,-2,0,36,95,58
4162,37,0,95,0,24,25,58,72,14
4163,51,-1,79,0,50,-8,28,30,2
4164,56,5,86,0,56,1,29,29,0
4165,43,-4,75,0,42,0,32,34,2
4166,37,0,78,0,10,-11,41,68,26
4167,41,-3,79,0,38,-12,38,40,2
4168,76,2,81,0,-40,20,4,122,118
4169,41,0,83,0,42,5,41,41,0
4170,53,0,86,0,54,20,33,32,0
4171,55,0,98,0,50,-8,42,49,6
4172,45,0,84,0,46,30,39,38,0
4173,37,0,77,-3,28,0,40,48,8
4174,49,2,85,0,46,-1,36,39,2
4175,43,0,86,-7,44,16,43,42,0
4176,51,1,82,1,50,0,31,33,2
4177,55,0,95,3,38,12,40,57,16
4178,56,0,77,0,-2,8,21,79,58
4179,44,-1,77,0,44,8,33,33,0
4180,51,0,88,0,50,-20,36,39,2
4181,41,0,86,1,38,-30,45,48,2
4182,37,0,80,0,24,1,43,57,14
4183,58,0,86,0,56,-3,27,29,2
4184,37,0,95,0,20,22,57,74,16
4185,44,1,79,0,42,-11,35,37,2
4186,48,-4,76,-1,46,-6,28,30,2
4187,41,0,76,0,38,-23,35,37,2
4188,44,0,86,1,44,9,42,42,0
4189,55,0,79,0,12,-17,23,66,42
4190,46,1,83,0,46,3,37,36,0
4191,83,0,86,0,-4,27,3,92,88
4192,49,0,83,0,50,21,34,34,0
4193,41,0,79,0,42,20,38,37,0
4194,47,-1,90,6,46,0,42,43,0
4195,44,0,76,0,44,17,32,32,0
4196,55,0,96,-3,52,0,41,44,4
4197,37,0,77,0,36,-8,39,41,2
4198,51,-2,81,0,50,-20,30,32,2
4199,37,0,76,0,28,20,40,48,8
4200,45,0,88,-1,44,-2,43,44,2
4201,37,0,96,0,30,-6,59,65,6
4202,55,0,99,0,50,11,43,49,6
4203,55,0,82,-7,-30,5,26,113,86
4204,56,2,96,0,52,0,40,44,4
4205,37,1,80,-1,36,0,43,44,2
4206,76,0,81,4,-40,0,5,122,118
4207,41,1,83,0,42,31,42,42,0
4208,56,0,77,0,-20,21,21,97,76
4209,56,1,81,0,54,-6,25,27,2
4210,77,2,81,0,-42,0,4,125,120
4211,53,1,81,0,52,-5,28,30,2
4212,55,0,81,0,-6,26,25,88,64
4213,41,-5,77,0,38,-27,36,38,2
4214,45,0,77,0,44,-14,31,33,2
4215,37,0,104,0,34,3,67,71,4
4216,37,0,104,0,24,1,67,81,14
4217,40,2,106,5,38,0,66,67,2
4218,55,0,77,0,12,-1,22,65,42
4219,48,0,77,-7,46,0,29,31,2
4220,56,1,98,0,42,11,42,57,14
4221,38,0,81,0,36,-30,43,44,2
4222,41,-1,78,0,42,6,37,37,0
4223,42,-5,81,0,42,0,39,40,0
4224,39,-1,82,0,38,0,43,43,0
4225,46,0,81,0,46,11,35,35,0
4226,55,0,77,0,24,-2,21,54,32
4227,42,0,86,-6,42,0,44,44,0
4228,55,0,98,0,52,-5,42,46,4
4229,38,-2,81,0,38,0,43,42,0
4230,45,4,86,0,44,-4,40,42,2
4231,45,-2,82,0,44,0,37,38,0
4232,53,0,103,0,54,28,50,49,0
4233,37,-1,82,-3,36,-6,45,46,2
4234,46,1,85,0,46,5,39,39,0
4235,44,0,81,0,42,-20,38,40,2
4236,37,0,83,0,0,-30,46,83,36
4237,56,0,97,0,56,30,41,40,0
4238,49,0,106,1,46,-11,58,60,2
4239,49,0,88,0,50,25,40,39,0
4240,41,-1,77,0,38,-13,36,38,2
4241,37,0,76,0,26,9,40,50,10
4242,37,0,78,0,12,5,42,65,24
4243,41,0,79,0,38,-30,38,40,2
4244,55,-2,97,0,54,0,41,42,2
4245,56,0,97,0,52,4,41,45,4
4246,45,0,78,0,44,-8,33,34,2
4247,50,-1,77,-3,50,-4,27,28,0
4248,44,-2,109,0,44,0,66,66,0
4249,52,1,82,7,52,0,29,30,0
4250,45,0,81,0,46,23,35,34,0
4251,45,-5,76,0,44,0,31,32,0
4252,56,0,97,0,52,-12,41,46,4
4253,57,0,82,-1,56,0,25,25,0
4254,46,0,90,0,46,6,44,44,0
4255,37,0,83,0,34,8,46,49,2
4256,56,0,77,0,44,-12,22,34,12
4257,55,-1,98,3,46,-26,42,51,8
4258,56,-1,84,0,56,4,28,27,0
4259,45,4,95,0,44,0,51,51,0
4260,37,0,95,0,20,6,57,74,16
4261,56,0,79,7,0,0,23,79,56
4262,85,0,88,-5,6,2,3,83,80
4263,56,5,86,0,54,-15,30,32,2
4264,49,0,79,0,50,21,30,30,0
4265,37,0,95,2,18,0,58,77,20
4266,37,0,108,-1,36,0,70,71,2
4267,47,-5,86,0,46,0,39,40,0
4268,55,0,85,0,54,-1,30,31,2
