CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
0,16,Reputation,15236,26,705,0,2252,20578,5739
0,16,Reputation,15236,1,705,0,2252,20937,5739
0,16,Reputation,15236,4,705,0,2252,21588,5739
2,16,Reputation,15236,3,705,0,2252,21930,5739
2,16,Reputation,15236,4,705,0,2252,21956,5739
1,16,Reputation,15236,3,705,0,2252,22186,5739
0,16,Reputation,15236,2,705,0,2252,22272,5739
0,16,Reputation,15236,3,705,0,2252,22369,5739
3,16,Reputation,15236,3,705,0,2252,22405,5739
0,16,Reputation,15236,12,705,0,2252,22480,5739
3,16,Reputation,15236,5,705,0,2252,22562,5739
3,16,Reputation,15236,3,705,0,2252,22563,5739
0,16,Reputation,15236,4,705,0,2252,22826,5739
4,16,Reputation,15236,26,705,0,2252,22828,5739
4,16,Reputation,15236,1,705,0,2252,22831,5739
2,16,Reputation,15236,1,705,0,2252,22864,5739
0,16,Reputation,15236,1,705,0,2252,22865,5739
6,16,Reputation,15236,1,705,0,2252,22986,5739
5,16,Reputation,15236,3,705,0,2252,23047,5739
2,16,Reputation,15236,2,705,0,2252,23156,5739
4,16,Reputation,15236,10,705,0,2252,23168,5739
1,16,Reputation,15236,4,705,0,2252,23179,5739
2,16,Reputation,15236,4,705,0,2252,23180,5739
2,16,Reputation,15236,1,705,0,2252,23662,5739
2,16,Reputation,15236,5,705,0,2252,23673,5739
0,16,Reputation,15236,1,705,0,2252,23774,5739
4,16,Reputation,15236,0,705,0,2252,23835,5739
4,16,Reputation,15236,4,705,0,2252,23892,5739
3,16,Reputation,15236,2,705,0,2252,23907,5739
1,16,Reputation,15236,3,705,0,2252,23933,5739
5,16,Reputation,15236,2,705,0,2252,23934,5739
2,16,Reputation,15236,3,705,0,2252,23957,5739
0,16,Reputation,15236,2,705,0,2252,24005,5739
0,16,Reputation,15236,1,705,0,2252,24014,5739
0,16,Reputation,15236,0,705,0,2252,24016,5739
4,16,Reputation,15236,2,705,0,2252,24674,5739
3,16,Reputation,15236,6,705,0,2252,24868,5739
0,16,Reputation,15236,3,705,0,2252,25865,5739
5,16,Reputation,15236,1,705,0,2252,26130,5739
2,16,Reputation,15236,0,705,0,2252,26152,5739
5,16,Reputation,15236,8,705,0,2252,26206,5739
0,16,Reputation,15236,1,705,0,2252,26255,5739
1,16,Reputation,15236,9,705,0,2252,26317,5739
18,16,Reputation,15236,33,705,0,2252,26318,5739
2,16,Reputation,15236,5,705,0,2252,26378,5739
3,16,Reputation,15236,2,705,0,2252,26379,5739
0,16,Reputation,15236,2,705,0,2252,26455,5739
3,16,Reputation,15236,7,705,0,2252,26456,5739
5,16,Reputation,15236,13,705,0,2252,26550,5739
2,16,Reputation,15236,1,705,0,2252,26632,5739
2,16,Reputation,15236,2,705,0,2252,26967,5739
3,16,Reputation,15236,3,705,0,2252,26973,5739
0,16,Reputation,15236,0,705,0,2252,26996,5739
0,16,Reputation,15236,0,705,0,2252,27149,5739
1,16,Reputation,15236,4,705,0,2252,27194,5739
2,16,Reputation,15236,2,705,0,2252,27302,5739
2,16,Reputation,15236,1,705,0,2252,27321,5739
0,16,Reputation,15236,19,705,0,2252,27340,5739
1,16,Reputation,15236,0,705,0,2252,27347,5739
1,16,Reputation,15236,0,705,0,2252,27370,5739
0,16,Reputation,15236,1,705,0,2252,27395,5739
0,16,Reputation,15236,5,705,0,2252,27397,5739
3,16,Reputation,15236,4,705,0,2252,27583,5739
1,16,Reputation,15236,1,705,0,2252,27585,5739
7,16,Reputation,15236,53,705,0,2252,27693,5739
1,16,Reputation,15236,6,705,0,2252,27704,5739
3,16,Reputation,15236,3,705,0,2252,27845,5739
3,16,Reputation,15236,-2,705,0,2252,27848,5739
2,16,Reputation,15236,1,705,0,2252,27990,5739
0,16,Reputation,15236,14,705,0,2252,28080,5739
0,16,Reputation,15236,2,705,0,2252,28330,5739
1,16,Reputation,15236,1,705,0,2252,28371,5739
2,16,Reputation,15236,1,705,0,2252,28680,5739
1,16,Reputation,15236,6,705,0,2252,29023,5739
2,16,Reputation,15236,5,705,0,2252,29233,5739
1,16,Reputation,15236,3,705,0,2252,29234,5739
0,16,Reputation,15236,3,705,0,2252,29235,5739
2,16,Reputation,15236,2,705,0,2252,29440,5739
3,16,Reputation,15236,1,705,0,2252,29441,5739
6,16,Reputation,15236,3,705,0,2252,29827,5739
0,16,Reputation,15236,0,705,0,2252,29829,5739
0,16,Reputation,15236,0,705,0,2252,29830,5739
2,16,Reputation,15236,3,705,0,2252,29831,5739
3,16,Reputation,15236,5,705,0,2252,30142,5739
0,16,Reputation,15236,4,705,0,2252,30550,5739
0,16,Reputation,15236,2,705,0,2252,30745,5739
1,16,Reputation,15236,4,705,0,2252,30748,5739
1,16,Reputation,15236,1,705,0,2252,31085,5739
1,16,Reputation,15236,3,705,0,2252,31089,5739
4,16,Reputation,15236,2,705,0,2252,31090,5739
3,16,Reputation,15236,2,705,0,2252,31135,5739
1,16,Reputation,15236,7,705,0,2252,31137,5739
0,16,Reputation,15236,1,705,0,2252,31146,5739
0,16,Reputation,15236,1,705,0,2252,31693,5739
3,16,Reputation,15236,2,705,0,2252,31696,5739
4,16,Reputation,15236,8,705,0,2252,31700,5739
0,16,Reputation,15236,1,705,0,2252,31741,5739
0,16,Reputation,15236,3,705,0,2252,31744,5739
1,16,Reputation,15236,5,705,0,2252,31844,5739
0,16,Reputation,15236,3,705,0,2252,32023,5739
0,16,Reputation,15236,4,705,0,2252,32026,5739
2,16,Reputation,15236,5,705,0,2252,32399,5739
5,16,Reputation,15236,9,705,0,2252,32480,5739
0,16,Reputation,15236,4,705,0,2252,32481,5739
0,16,Reputation,15236,1,705,0,2252,33349,5739
0,16,Reputation,15236,1,705,0,2252,33351,5739
1,16,Reputation,15236,5,705,0,2252,33524,5739
4,16,Reputation,15236,26,705,0,2252,33783,5739
4,16,Reputation,15236,9,705,0,2252,33787,5739
0,16,Reputation,15236,6,705,0,2252,33818,5739
0,16,Reputation,15236,4,705,0,2252,33819,5739
0,16,Reputation,15236,2,705,0,2252,33944,5739
2,16,Reputation,15236,1,705,0,2252,34951,5739
1,16,Reputation,15236,5,705,0,2252,34979,5739
1,16,Reputation,15236,3,705,0,2252,34980,5739
2,16,Reputation,15236,3,705,0,2252,35008,5739
1,16,Reputation,15236,2,705,0,2252,35094,5739
0,16,Reputation,15236,2,705,0,2252,35096,5739
0,16,Reputation,15236,4,705,0,2252,35320,5739
0,16,Reputation,15236,11,705,0,2252,35321,5739
2,16,Reputation,15236,5,705,0,2252,35385,5739
1,16,Reputation,15236,3,705,0,2252,35447,5739
0,16,Reputation,15236,0,705,0,2252,35462,5739
0,16,Reputation,15236,0,705,0,2252,35463,5739
1,16,Reputation,15236,5,705,0,2252,35475,5739
0,16,Reputation,15236,0,705,0,2252,35574,5739
0,16,Reputation,15236,0,705,0,2252,35575,5739
1,16,Reputation,15236,4,705,0,2252,35755,5739
0,16,Reputation,15236,2,705,0,2252,35806,5739
3,16,Reputation,15236,3,705,0,2252,35945,5739
5,16,Reputation,15236,19,705,0,2252,36013,5739
1,16,Reputation,15236,1,705,0,2252,36062,5739
2,16,Reputation,15236,1,705,0,2252,36147,5739
7,16,Reputation,15236,8,705,0,2252,36299,5739
5,16,Reputation,15236,6,705,0,2252,37435,5739
0,16,Reputation,15236,4,705,0,2252,37436,5739
2,16,Reputation,15236,1,705,0,2252,37543,5739
5,16,Reputation,15236,3,705,0,2252,37546,5739
1,16,Reputation,15236,3,705,0,2252,37547,5739
0,16,Reputation,15236,0,705,0,2252,37549,5739
0,16,Reputation,15236,0,705,0,2252,37550,5739
0,16,Reputation,15236,0,705,0,2252,37551,5739
1,16,Reputation,15236,1,705,0,2252,37552,5739
0,16,Reputation,15236,1,705,0,2252,37553,5739
3,16,Reputation,15236,11,705,0,2252,37640,5739
0,16,Reputation,15236,2,705,0,2252,37642,5739
0,16,Reputation,15236,3,705,0,2252,37643,5739
4,16,Reputation,15236,3,705,0,2252,37648,5739
2,16,Reputation,15236,3,705,0,2252,37722,5739
2,16,Reputation,15236,4,705,0,2252,37724,5739
0,16,Reputation,15236,2,705,0,2252,37772,5739
2,16,Reputation,15236,4,705,0,2252,37874,5739
0,16,Reputation,15236,2,705,0,2252,37985,5739
1,16,Reputation,15236,2,705,0,2252,38031,5739
0,16,Reputation,15236,0,705,0,2252,38033,5739
0,16,Reputation,15236,0,705,0,2252,38034,5739
6,16,Reputation,15236,4,705,0,2252,38138,5739
0,16,Reputation,15236,4,705,0,2252,38196,5739
1,16,Reputation,15236,5,705,0,2252,38430,5739
0,16,Reputation,15236,3,705,0,2252,38445,5739
3,16,Reputation,15236,7,705,0,2252,38510,5739
2,16,Reputation,15236,5,705,0,2252,38513,5739
2,16,Reputation,15236,5,705,0,2252,38569,5739
2,16,Reputation,15236,7,705,0,2252,38573,5739
1,16,Reputation,15236,1,705,0,2252,38763,5739
0,16,Reputation,15236,2,705,0,2252,38933,5739
2,16,Reputation,15236,9,705,0,2252,39011,5739
1,16,Reputation,15236,0,705,0,2252,39205,5739
1,16,Reputation,15236,1,705,0,2252,40339,5739
0,16,Reputation,15236,2,705,0,2252,40548,5739
4,16,Reputation,15236,1,705,0,2252,40663,5739
0,16,Reputation,15236,9,705,0,2252,40879,5739
2,16,Reputation,15236,3,705,0,2252,40882,5739
0,16,Reputation,15236,2,705,0,2252,41075,5739
2,16,Reputation,15236,7,705,0,2252,41266,5739
6,16,Reputation,15236,1,705,0,2252,41569,5739
0,16,Reputation,15236,2,705,0,2252,41570,5739
2,16,Reputation,15236,5,705,0,2252,41687,5739
0,16,Reputation,15236,1,705,0,2252,41792,5739
10,16,Reputation,15236,10,705,0,2252,43356,5739
2,16,Reputation,15236,2,705,0,2252,43428,5739
0,16,Reputation,15236,4,705,0,2252,43823,5739
0,16,Reputation,15236,1,705,0,2252,44213,5739
0,16,Reputation,15236,1,705,0,2252,44378,5739
0,16,Reputation,15236,5,705,0,2252,44605,5739
0,16,Reputation,15236,1,705,0,2252,44606,5739
0,16,Reputation,15236,8,705,0,2252,44747,5739
0,16,Reputation,15236,4,705,0,2252,45631,5739
3,16,Reputation,15236,6,705,0,2252,45844,5739
6,16,Reputation,15236,1,705,0,2252,45846,5739
0,16,Reputation,15236,2,705,0,2252,45978,5739
1,16,Reputation,15236,2,705,0,2252,46028,5739
0,16,Reputation,15236,2,705,0,2252,46086,5739
2,16,Reputation,15236,3,705,0,2252,46127,5739
6,16,Reputation,15236,8,705,0,2252,46187,5739
5,16,Reputation,15236,4,705,0,2252,46200,5739
2,16,Reputation,15236,2,705,0,2252,46563,5739
2,16,Reputation,15236,2,705,0,2252,46813,5739
1,16,Reputation,15236,5,705,0,2252,46828,5739
2,16,Reputation,15236,4,705,0,2252,46899,5739
0,16,Reputation,15236,1,705,0,2252,46900,5739
2,16,Reputation,15236,24,705,0,2252,46901,5739
1,16,Reputation,15236,3,705,0,2252,46980,5739
0,16,Reputation,15236,7,705,0,2252,46981,5739
2,16,Reputation,15236,1,705,0,2252,47166,5739
0,16,Reputation,15236,1,705,0,2252,47333,5739
2,16,Reputation,15236,1,705,0,2252,47856,5739
4,16,Reputation,15236,1,705,0,2252,48349,5739
2,16,Reputation,15236,1,705,0,2252,48693,5739
0,16,Reputation,15236,2,705,0,2252,48945,5739
0,16,Reputation,15236,0,705,0,2252,49004,5739
0,16,Reputation,15236,0,705,0,2252,49005,5739
0,16,Reputation,15236,0,705,0,2252,49034,5739
0,16,Reputation,15236,0,705,0,2252,49035,5739
0,16,Reputation,15236,2,705,0,2252,49066,5739
0,16,Reputation,15236,2,705,0,2252,49326,5739
0,16,Reputation,15236,9,705,0,2252,49553,5739
1,16,Reputation,15236,6,705,0,2252,49586,5739
1,16,Reputation,15236,2,705,0,2252,49759,5739
4,16,Reputation,15236,7,705,0,2252,49786,5739
2,16,Reputation,15236,4,705,0,2252,49839,5739
0,16,Reputation,15236,0,705,0,2252,49842,5739
0,16,Reputation,15236,0,705,0,2252,49843,5739
3,16,Reputation,15236,2,705,0,2252,49909,5739
1,16,Reputation,15236,1,705,0,2252,50089,5739
0,16,Reputation,15236,3,705,0,2252,50337,5739
2,16,Reputation,15236,2,705,0,2252,51593,5739
1,16,Reputation,15236,2,705,0,2252,51596,5739
0,16,Reputation,15236,1,705,0,2252,51600,5739
0,16,Reputation,15236,0,705,0,2252,51602,5739
0,16,Reputation,15236,0,705,0,2252,51608,5739
0,16,Reputation,15236,0,705,0,2252,51609,5739
4,16,Reputation,15236,1,705,0,2252,51943,5739
2,16,Reputation,15236,1,705,0,2252,52032,5739
3,16,Reputation,15236,1,705,0,2252,52616,5739
3,16,Reputation,15236,1,705,0,2252,52701,5739
2,16,Reputation,15236,10,705,0,2252,52855,5739
0,16,Reputation,15236,1,705,0,2252,54942,5739
2,16,Reputation,15236,8,705,0,2252,54971,5739
4,16,Reputation,15236,7,705,0,2252,56483,5739
8,16,Reputation,15236,7,705,0,2252,56888,5739
3,16,Reputation,15236,1,705,0,2252,57105,5739
3,16,Reputation,15236,0,705,0,2252,59669,5739
0,16,Reputation,15236,1,705,0,2252,61713,5739
0,16,Reputation,15236,3,705,0,2252,61759,5739
1,16,Reputation,15236,4,705,0,2252,62270,5739
6,16,Reputation,15236,4,705,0,2252,62636,5739
0,16,Reputation,15236,2,705,0,2252,63648,5739
0,16,Reputation,15236,1,705,0,2252,63780,5739
1,16,Reputation,15236,0,705,0,2252,65133,5739
2,16,Reputation,15236,1,705,0,2252,65153,5739
0,16,Reputation,15236,2,705,0,2252,65439,5739
1,16,Reputation,15236,1,705,0,2252,65952,5739
0,16,Reputation,15236,2,705,0,2252,66706,5739
0,16,Reputation,15236,1,705,0,2252,66707,5739
4,16,Reputation,15236,3,705,0,2252,66843,5739
1,16,Reputation,15236,5,705,0,2252,66845,5739
2,16,Reputation,15236,3,705,0,2252,66846,5739
1,16,Reputation,15236,1,705,0,2252,66953,5739
3,16,Reputation,15236,1,705,0,2252,66954,5739
0,16,Reputation,15236,1,705,0,2252,67149,5739
2,16,Reputation,15236,4,705,129,2252,67202,5739
6,16,Reputation,15236,3,705,0,2252,67203,5739
3,16,Reputation,15236,3,705,0,2252,67373,5739
1,16,Reputation,15236,4,705,0,2252,67747,5739
0,16,Reputation,15236,5,705,121,2252,67791,5739
1,16,Reputation,15236,1,705,0,2252,67853,5739
0,16,Reputation,15236,3,705,0,2252,67855,5739
3,16,Reputation,15236,9,705,0,2252,67982,5739
9,16,Reputation,15236,8,705,0,2252,68367,5739
0,16,Reputation,15236,1,705,0,2252,68492,5739
0,16,Reputation,15236,5,705,0,2252,69068,5739
1,16,Reputation,15236,2,705,0,2252,69665,5739
0,16,Reputation,15236,1,705,0,2252,70518,5739
2,16,Reputation,15236,1,705,0,2252,70524,5739
0,16,Reputation,15236,2,705,0,2252,71062,5739
3,16,Reputation,15236,6,705,0,2252,71579,5739
0,16,Reputation,15236,1,705,0,2252,73060,5739
7,16,Reputation,15236,4,705,0,2252,73465,5739
0,16,Reputation,15236,5,705,0,2252,73480,5739
0,16,Reputation,15236,0,705,0,2252,73482,5739
1,16,Reputation,15236,2,705,0,2252,77746,5739
2,16,Reputation,15236,2,705,0,2252,79575,5739
2,16,Reputation,15236,4,705,0,2252,81611,5739
0,16,Reputation,15236,1,705,0,2252,83252,5739
2,16,Reputation,15236,4,705,0,2252,85441,5739
1,16,Reputation,15236,2,705,0,2252,85442,5739
0,16,Reputation,15236,2,705,0,2252,85533,5739
0,16,Reputation,15236,2,705,0,2252,86022,5739
2,16,Reputation,15236,1,705,0,2252,87752,5739
0,16,Reputation,15236,6,705,83,2252,88226,5739
10,16,Reputation,15236,7,705,179,2252,88398,5739
4,16,Reputation,15236,4,705,0,2252,88487,5739
3,16,Reputation,15236,2,705,0,2252,88743,5739
0,16,Reputation,15236,2,705,0,2252,88921,5739
0,16,Reputation,15236,2,705,0,2252,89053,5739
0,16,Reputation,15236,2,705,0,2252,89292,5739
5,16,Reputation,15236,3,705,0,2252,89485,5739
0,16,Reputation,15236,0,705,0,2252,89486,5739
0,16,Reputation,15236,2,705,0,2252,90341,5739
1,16,Reputation,15236,2,705,0,2252,90575,5739
0,16,Reputation,15236,0,705,0,2252,93324,5739
1,16,Reputation,15236,5,705,0,2252,94757,5739
0,16,Reputation,15236,6,705,0,2252,97201,5739
6,16,Reputation,15236,4,705,0,2252,97400,5739
1,16,Reputation,15236,9,705,0,2252,97949,5739
0,16,Reputation,15236,1,705,0,2252,99429,5739
0,16,Reputation,15236,1,705,0,2252,100950,5739
0,16,Reputation,15236,2,705,0,2252,104886,5739
0,16,Reputation,15236,1,705,0,2252,106285,5739
2,16,Reputation,15236,2,705,0,2252,108015,5739
2,16,Reputation,15236,2,705,0,2252,108067,5739
2,16,Reputation,15236,2,705,0,2252,111497,5739
4,16,Reputation,15236,1,705,0,2252,112461,5739
0,16,Reputation,15236,0,705,0,2252,113469,5739
0,16,Reputation,15236,0,705,0,2252,113470,5739
0,16,Reputation,15236,1,705,0,2252,114438,5739
6,16,Reputation,15236,3,705,0,2252,114566,5739
0,18,Reputation,11489,2,683,0,1319,14262,5836
1,18,Reputation,11489,7,683,0,1319,14263,5836
0,18,Reputation,11489,2,683,0,1319,14267,5836
0,18,Reputation,11489,1,683,0,1319,14271,5836
0,18,Reputation,11489,1,683,0,1319,14273,5836
0,18,Reputation,11489,0,683,0,1319,14274,5836
0,18,Reputation,11489,2,683,0,1319,14275,5836
0,18,Reputation,11489,2,683,0,1319,14276,5836
0,18,Reputation,11489,2,683,0,1319,14278,5836
0,18,Reputation,11489,12,683,0,1319,14284,5836
0,18,Reputation,11489,1,683,0,1319,14289,5836
0,18,Reputation,11489,1,683,0,1319,14290,5836
0,18,Reputation,11489,1,683,0,1319,14306,5836
0,18,Reputation,11489,1,683,0,1319,14307,5836
0,18,Reputation,11489,1,683,0,1319,14308,5836
0,18,Reputation,11489,0,683,0,1319,14328,5836
1,18,Reputation,11489,5,683,0,1319,14331,5836
0,18,Reputation,11489,2,683,241,1319,14333,5836
0,18,Reputation,11489,74,683,0,1319,14356,5836
2,18,Reputation,11489,26,683,0,1319,14357,5836
1,18,Reputation,11489,4,683,0,1319,14386,5836
2,18,Reputation,11489,5,683,0,1319,14414,5836
1,18,Reputation,11489,4,683,0,1319,14415,5836
1,18,Reputation,11489,4,683,0,1319,14417,5836
10,18,Reputation,11489,6,683,0,1319,14418,5836
0,18,Reputation,11489,9,683,0,1319,14419,5836
0,18,Reputation,11489,1,683,0,1319,14605,5836
0,18,Reputation,11489,1,683,0,1319,14606,5836
4,18,Reputation,11489,5,683,0,1319,14662,5836
4,18,Reputation,11489,1,683,0,1319,14715,5836
4,18,Reputation,11489,3,683,0,1319,14789,5836
6,18,Reputation,11489,40,683,2146,1319,14999,5836
0,18,Reputation,11489,1,683,198,1319,15000,5836
6,18,Reputation,11489,2,683,117,1319,15001,5836
0,18,Reputation,11489,1,683,0,1319,15046,5836
0,18,Reputation,11489,2,683,0,1319,15049,5836
0,18,Reputation,11489,1,683,0,1319,15053,5836
0,18,Reputation,11489,3,683,0,1319,15055,5836
0,18,Reputation,11489,10,683,0,1319,15056,5836
0,18,Reputation,11489,1,683,0,1319,15087,5836
0,18,Reputation,11489,0,683,0,1319,15126,5836
1,18,Reputation,11489,1,683,0,1319,15135,5836
0,18,Reputation,11489,5,683,0,1319,15136,5836
0,18,Reputation,11489,1,683,0,1319,15137,5836
0,18,Reputation,11489,1,683,0,1319,15138,5836
2,18,Reputation,11489,2,683,0,1319,15143,5836
2,18,Reputation,11489,2,683,0,1319,15162,5836
4,18,Reputation,11489,0,683,0,1319,15237,5836
0,18,Reputation,11489,0,683,0,1319,15238,5836
0,18,Reputation,11489,1,683,0,1319,15258,5836
0,18,Reputation,11489,2,683,0,1319,15275,5836
3,18,Reputation,11489,5,683,0,1319,15295,5836
0,18,Reputation,11489,2,683,0,1319,15442,5836
0,18,Reputation,11489,5,683,0,1319,15450,5836
1,18,Reputation,11489,2,683,0,1319,15451,5836
2,18,Reputation,11489,4,683,0,1319,15458,5836
1,18,Reputation,11489,1,683,0,1319,15488,5836
0,18,Reputation,11489,2,683,397,1319,15489,5836
2,18,Reputation,11489,9,683,0,1319,15517,5836
0,18,Reputation,11489,4,683,0,1319,15543,5836
6,18,Reputation,11489,4,683,0,1319,15566,5836
0,18,Reputation,11489,7,683,0,1319,15678,5836
0,18,Reputation,11489,6,683,0,1319,15742,5836
8,18,Reputation,11489,11,683,0,1319,15767,5836
3,18,Reputation,11489,1,683,0,1319,15854,5836
0,18,Reputation,11489,0,683,0,1319,15855,5836
0,18,Reputation,11489,1,683,0,1319,15856,5836
0,18,Reputation,11489,4,683,0,1319,15884,5836
2,18,Reputation,11489,4,683,0,1319,15902,5836
0,18,Reputation,11489,1,683,0,1319,15997,5836
2,18,Reputation,11489,2,683,0,1319,15998,5836
0,18,Reputation,11489,1,683,0,1319,15999,5836
4,18,Reputation,11489,6,683,0,1319,16115,5836
3,18,Reputation,11489,3,683,0,1319,16116,5836
0,18,Reputation,11489,4,683,0,1319,16180,5836
0,18,Reputation,11489,1,683,0,1319,16385,5836
0,18,Reputation,11489,1,683,0,1319,16386,5836
2,18,Reputation,11489,5,683,0,1319,16387,5836
0,18,Reputation,11489,1,683,0,1319,16436,5836
5,18,Reputation,11489,2,683,0,1319,16441,5836
0,18,Reputation,11489,3,683,0,1319,16563,5836
6,18,Reputation,11489,6,683,0,1319,16572,5836
0,18,Reputation,11489,3,683,0,1319,16575,5836
1,18,Reputation,11489,4,683,0,1319,16617,5836
0,18,Reputation,11489,1,683,0,1319,16618,5836
1,18,Reputation,11489,12,683,0,1319,16634,5836
0,18,Reputation,11489,1,683,0,1319,16723,5836
1,18,Reputation,11489,5,683,0,1319,16754,5836
0,18,Reputation,11489,14,683,3130,1319,16889,5836
3,18,Reputation,11489,1,683,0,1319,16896,5836
0,18,Reputation,11489,6,683,0,1319,16942,5836
3,18,Reputation,11489,11,683,0,1319,16943,5836
2,18,Reputation,11489,6,683,0,1319,17013,5836
19,18,Reputation,11489,3,683,0,1319,17030,5836
4,18,Reputation,11489,4,683,0,1319,17059,5836
0,18,Reputation,11489,7,683,0,1319,17060,5836
0,18,Reputation,11489,3,683,0,1319,17079,5836
1,18,Reputation,11489,1,683,0,1319,17083,5836
8,18,Reputation,11489,32,683,0,1319,17153,5836
1,18,Reputation,11489,5,683,0,1319,17224,5836
2,18,Reputation,11489,7,683,0,1319,17228,5836
7,18,Reputation,11489,3,683,3199,1319,17258,5836
5,18,Reputation,11489,45,683,0,1319,17338,5836
2,18,Reputation,11489,9,683,226,1319,17603,5836
0,18,Reputation,11489,4,683,0,1319,17689,5836
1,18,Reputation,11489,4,683,0,1319,17835,5836
0,18,Reputation,11489,9,683,0,1319,17836,5836
8,18,Reputation,11489,11,683,162,1319,17850,5836
2,18,Reputation,11489,8,683,0,1319,17948,5836
5,18,Reputation,11489,8,683,0,1319,18017,5836
0,18,Reputation,11489,5,683,0,1319,18029,5836
0,18,Reputation,11489,1,683,0,1319,18202,5836
0,18,Reputation,11489,1,683,0,1319,18360,5836
4,18,Reputation,11489,0,683,0,1319,18466,5836
0,18,Reputation,11489,10,683,0,1319,18653,5836
3,18,Reputation,11489,7,683,0,1319,18654,5836
4,18,Reputation,11489,8,683,0,1319,19007,5836
0,18,Reputation,11489,1,683,0,1319,19089,5836
0,18,Reputation,11489,1,683,0,1319,19107,5836
1,18,Reputation,11489,4,683,0,1319,19153,5836
2,18,Reputation,11489,3,683,0,1319,19395,5836
0,18,Reputation,11489,5,683,0,1319,19483,5836
2,18,Reputation,11489,9,683,0,1319,19648,5836
0,18,Reputation,11489,3,683,0,1319,19685,5836
0,18,Reputation,11489,4,683,0,1319,19719,5836
1,18,Reputation,11489,5,683,0,1319,20398,5836
1,18,Reputation,11489,14,683,2096,1319,20520,5836
5,18,Reputation,11489,6,683,110,1319,20708,5836
1,18,Reputation,11489,15,683,0,1319,20999,5836
0,18,Reputation,11489,4,683,0,1319,21083,5836
0,18,Reputation,11489,1,683,0,1319,21228,5836
3,18,Reputation,11489,11,683,0,1319,21406,5836
4,18,Reputation,11489,4,683,0,1319,21518,5836
2,18,Reputation,11489,6,683,0,1319,21750,5836
1,18,Reputation,11489,2,683,0,1319,21959,5836
0,18,Reputation,11489,4,683,0,1319,22416,5836
5,18,Reputation,11489,3,683,0,1319,22567,5836
1,18,Reputation,11489,6,683,0,1319,22599,5836
0,18,Reputation,11489,1,683,0,1319,22943,5836
2,18,Reputation,11489,7,683,2328,1319,23090,5836
0,18,Reputation,11489,3,683,0,1319,23166,5836
3,18,Reputation,11489,1,683,0,1319,23278,5836
2,18,Reputation,11489,1,683,0,1319,23279,5836
0,18,Reputation,11489,4,683,0,1319,23755,5836
1,18,Reputation,11489,17,683,0,1319,24204,5836
1,18,Reputation,11489,4,683,0,1319,24303,5836
0,18,Reputation,11489,7,683,0,1319,24310,5836
0,18,Reputation,11489,0,683,0,1319,24311,5836
5,18,Reputation,11489,5,683,0,1319,24417,5836
3,18,Reputation,11489,1,683,0,1319,24553,5836
0,18,Reputation,11489,3,683,0,1319,24560,5836
3,18,Reputation,11489,28,683,0,1319,24564,5836
2,18,Reputation,11489,4,683,0,1319,24791,5836
7,18,Reputation,11489,3,683,378,1319,24903,5836
1,18,Reputation,11489,1,683,0,1319,25434,5836
0,18,Reputation,11489,1,683,0,1319,25625,5836
0,18,Reputation,11489,1,683,0,1319,25657,5836
5,18,Reputation,11489,53,683,0,1319,25681,5836
2,18,Reputation,11489,4,683,0,1319,25722,5836
0,18,Reputation,11489,2,683,0,1319,25742,5836
4,18,Reputation,11489,5,683,0,1319,25751,5836
6,18,Reputation,11489,4,683,82,1319,25814,5836
3,18,Reputation,11489,3,683,185,1319,26164,5836
7,18,Reputation,11489,18,683,0,1319,26302,5836
0,18,Reputation,11489,4,683,3288,1319,26346,5836
4,18,Reputation,11489,6,683,0,1319,26900,5836
4,18,Reputation,11489,2,683,559,1319,27325,5836
5,18,Reputation,11489,6,683,0,1319,27498,5836
2,18,Reputation,11489,8,683,302,1319,27586,5836
1,18,Reputation,11489,15,683,0,1319,27593,5836
0,18,Reputation,11489,3,683,1785,1319,27869,5836
0,18,Reputation,11489,4,683,458,1319,30496,5836
0,18,Reputation,11489,3,683,0,1319,30501,5836
0,18,Reputation,11489,2,683,0,1319,30776,5836
3,18,Reputation,11489,14,683,0,1319,30789,5836
2,18,Reputation,11489,3,683,0,1319,30894,5836
0,18,Reputation,11489,4,683,0,1319,31045,5836
1,18,Reputation,11489,2,683,0,1319,31046,5836
2,18,Reputation,11489,3,683,0,1319,31487,5836
1,18,Reputation,11489,3,683,0,1319,31907,5836
3,18,Reputation,11489,6,683,350,1319,32519,5836
0,18,Reputation,11489,2,683,0,1319,33221,5836
5,18,Reputation,11489,11,683,0,1319,33443,5836
0,18,Reputation,11489,3,683,0,1319,33661,5836
5,18,Reputation,11489,7,683,553,1319,33664,5836
8,18,Reputation,11489,17,683,0,1319,34144,5836
9,18,Reputation,11489,4,683,192,1319,34414,5836
5,18,Reputation,11489,5,683,565,1319,34610,5836
0,18,Reputation,11489,1,683,0,1319,34978,5836
3,18,Reputation,11489,9,683,0,1319,35301,5836
3,18,Reputation,11489,14,683,344,1319,35414,5836
7,18,Reputation,11489,3,683,652,1319,35905,5836
1,18,Reputation,11489,2,683,0,1319,35906,5836
3,18,Reputation,11489,7,683,0,1319,36287,5836
0,18,Reputation,11489,2,683,0,1319,36317,5836
0,18,Reputation,11489,10,683,515,1319,36345,5836
3,18,Reputation,11489,7,683,0,1319,37652,5836
0,18,Reputation,11489,1,683,0,1319,37653,5836
