Date,Calorie burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,MinutesOfSleep,MinutesOfBeingAwake,NumberOfAwakings,LengthOfRestInMinutes,Distance_miles,Days,Days_encoded,Work_or_Weekend,Hours Sleep,Sleep efficiency,Yesterday_sleep,Yesterday_sleep_efficiency,Months,Months_encoded
2015-10-14,2621,8103,6.02,5,1.219,215,4,2,1017,407,65,33,472,3.74065342,Wednesday,2.0,1,6.78333333333,86.2288135593,0.0,0.0,October,10
2015-10-15,2698,6962,5.17,11,1.234,115,57,28,1075,92,7,6,99,3.21248807,Thursday,3.0,1,1.53333333333,92.9292929293,6.78333333333,86.2288135593,October,10
2015-10-16,3295,16478,12.3,12,643.0,304,8,43,1833,0,0,0,0,7.6428633,Friday,4.0,1,0.0,0.0,1.53333333333,92.9292929293,October,10
2015-10-17,2871,11603,8.62,3,732.0,236,38,22,1384,0,0,0,0,5.35621802,Saturday,5.0,0,0.0,0.0,0.0,0.0,October,10
2015-10-18,2899,11429,8.49,0,962.0,269,8,17,139,0,0,0,0,5.27543979,Sunday,6.0,0,0.0,0.0,0.0,0.0,October,10
2015-10-19,2581,6293,4.68,1,854.0,226,0,0,9560,0,0,0,0,2.90801628,Monday,0.0,1,0.0,0.0,0.0,0.0,October,10
2015-10-20,2672,7269,5.4,14,1.29,105,22,23,7910,0,0,0,0,3.3554034,Tuesday,1.0,1,0.0,0.0,0.0,0.0,October,10
2015-10-21,2406,4471,3.32,2,1.134,165,0,0,6860,326,29,16,355,2.06295172,Wednesday,2.0,1,5.43333333333,91.8309859155,0.0,0.0,October,10
2015-10-22,341,17913,13.31,7,1.053,210,39,75,1851,444,57,33,505,8.27044801,Thursday,3.0,1,7.4,87.9207920792,5.43333333333,91.8309859155,October,10
2015-10-23,2511,5431,4.04,1,678.0,166,9,13,8080,142,9,6,151,2.51033884,Friday,4.0,1,2.36666666667,94.0397350993,7.4,87.9207920792,October,10
2015-10-24,2907,11672,8.67,0,663.0,222,48,29,1401,347,45,29,393,5.38728657,Saturday,5.0,0,5.78333333333,88.2951653944,2.36666666667,94.0397350993,October,10
2015-10-25,3435,14777,10.98,0,597.0,302,57,39,1943,0,0,0,0,6.82265358,Sunday,6.0,0,0.0,0.0,5.78333333333,88.2951653944,October,10
2015-10-26,2931,9171,6.81,9,767.0,273,30,7,1414,0,0,0,0,4.23153651,Monday,0.0,1,0.0,0.0,0.0,0.0,October,10
2015-10-27,2867,8807,6.54,11,810.0,224,29,12,1275,136,21,10,157,4.06376634,Tuesday,1.0,1,2.26666666667,86.6242038217,0.0,0.0,October,10
2015-10-28,247,5623,4.18,2,779.0,170,19,3,8170,209,14,6,223,2.59733078,Wednesday,2.0,1,3.48333333333,93.7219730942,2.26666666667,86.6242038217,October,10
2015-10-29,3109,1291,9.59,20,1.091,258,24,20,1519,365,19,14,384,5.95894789,Thursday,3.0,1,6.08333333333,95.0520833333,3.48333333333,93.7219730942,October,10
2015-10-30,2942,8805,6.54,12,821.0,170,51,29,1264,151,16,10,167,4.06376634,Friday,4.0,1,2.51666666667,90.4191616766,6.08333333333,95.0520833333,October,10
2015-10-31,2736,7107,5.28,0,510.0,277,0,0,1162,226,24,15,250,3.28083888,Saturday,5.0,0,3.76666666667,90.4,2.51666666667,90.4191616766,October,10
2015-11-01,2395,3862,2.87,0,889.0,166,0,0,6610,405,44,23,449,1.78333477,Sunday,6.0,0,6.75,90.2004454343,3.76666666667,90.4,November,11
2015-11-02,259,7368,5.47,13,1.279,126,22,13,7770,276,28,14,304,3.39889937,Monday,0.0,1,4.6,90.7894736842,6.75,90.2004454343,November,11
2015-11-03,2403,6269,4.66,9,1.43,10,0,0,370,0,0,0,0,2.89558886,Tuesday,1.0,1,0.0,0.0,4.6,90.7894736842,November,11
2015-11-04,2917,852,6.33,14,662.0,191,43,24,1294,155,8,5,163,3.93327843,Wednesday,2.0,1,2.58333333333,95.0920245399,0.0,0.0,November,11
2015-11-05,2851,8116,6.03,13,827.0,228,37,8,1258,383,41,23,424,3.74686713,Thursday,3.0,1,6.38333333333,90.3301886792,2.58333333333,95.0920245399,November,11
2015-11-06,282,8268,6.14,14,776.0,145,75,22,1218,319,15,7,334,3.81521794,Friday,4.0,1,5.31666666667,95.5089820359,6.38333333333,90.3301886792,November,11
2015-11-07,369,14489,10.77,0,525.0,280,52,68,2285,0,0,0,0,6.69216567,Saturday,5.0,0,0.0,0.0,5.31666666667,95.5089820359,November,11
2015-11-08,3067,9212,6.84,2,508.0,198,27,53,151,0,0,0,0,4.25017764,Sunday,6.0,0,0.0,0.0,0.0,0.0,November,11
2015-11-09,2828,95,7.06,0,756.0,218,28,13,1225,345,41,21,386,4.38687926,Monday,0.0,1,5.75,89.378238342,0.0,0.0,November,11
2015-11-10,3336,11151,8.29,1,705.0,198,40,79,1799,383,47,28,431,5.15116559,Tuesday,1.0,1,6.38333333333,88.8631090487,5.75,89.378238342,November,11
2015-11-11,2867,12351,9.18,1,981.0,181,66,24,1353,391,23,11,414,5.70418578,Wednesday,2.0,1,6.51666666667,94.4444444444,6.38333333333,88.8631090487,November,11
2015-11-12,2847,1067,7.93,1,684.0,162,17,61,1228,231,26,15,257,4.92747203,Thursday,3.0,1,3.85,89.8832684825,6.51666666667,94.4444444444,November,11
2015-11-13,246,5574,4.14,1,1.209,156,8,16,7780,526,30,17,556,2.57247594,Friday,4.0,1,8.76666666667,94.6043165468,3.85,89.8832684825,November,11
2015-11-14,3445,11587,8.61,4,608.0,159,41,103,1953,369,62,37,440,5.35000431,Saturday,5.0,0,6.15,83.8636363636,8.76666666667,94.6043165468,November,11
2015-11-15,2853,9499,7.06,2,738.0,167,28,44,1219,291,46,26,337,4.38687926,Sunday,6.0,0,4.85,86.350148368,6.15,83.8636363636,November,11
2015-11-16,359,13788,10.53,18,978.0,282,31,61,199,143,8,5,151,6.54303663,Monday,0.0,1,2.38333333333,94.701986755,4.85,86.350148368,November,11
2015-11-17,3792,18361,13.72,33,543.0,366,73,42,2462,503,50,31,553,8.52521012,Tuesday,1.0,1,8.38333333333,90.9584086799,2.38333333333,94.701986755,November,11
2015-11-18,3222,14055,10.44,10,673.0,268,53,27,1771,0,0,0,0,6.48711324,Wednesday,2.0,1,0.0,0.0,8.38333333333,90.9584086799,November,11
2015-11-19,3092,11927,8.86,9,726.0,305,21,37,165,524,32,14,556,5.50534706,Thursday,3.0,1,8.73333333333,94.2446043165,0.0,0.0,November,11
2015-11-20,3395,15221,11.31,6,464.0,316,40,58,2004,269,36,21,307,7.02770601,Friday,4.0,1,4.48333333333,87.6221498371,8.73333333333,94.2446043165,November,11
2015-11-21,2802,8568,6.42,1,1.174,249,3,14,1209,0,0,0,0,3.98920182,Saturday,5.0,0,0.0,0.0,4.48333333333,87.6221498371,November,11
2015-11-22,2177,3284,2.44,0,1.269,98,3,8,4770,378,32,23,410,1.51614524,Sunday,6.0,0,6.3,92.1951219512,0.0,0.0,November,11
2015-11-23,3035,9408,6.99,1,682.0,295,31,14,1552,424,31,24,462,4.34338329,Monday,0.0,1,7.06666666667,91.7748917749,6.3,92.1951219512,November,11
2015-11-24,2843,10261,7.62,1,1.182,210,2,46,1262,353,33,26,386,4.73484702,Tuesday,1.0,1,5.88333333333,91.4507772021,7.06666666667,91.7748917749,November,11
2015-11-25,2829,8218,6.11,22,1.142,155,50,22,1177,444,46,25,490,3.79657681,Wednesday,2.0,1,7.4,90.612244898,5.88333333333,91.4507772021,November,11
2015-11-26,3076,976,7.25,13,1.13,214,61,30,1502,0,0,0,0,4.50493975,Thursday,3.0,1,0.0,0.0,7.4,90.612244898,November,11
2015-11-27,3242,10769,8.0,17,725.0,222,60,42,1711,0,0,0,0,4.970968,Friday,4.0,1,0.0,0.0,0.0,0.0,November,11
2015-11-28,3254,11671,8.7,5,643.0,375,7,15,1776,244,32,16,276,5.4059277,Saturday,5.0,0,4.06666666667,88.4057971014,0.0,0.0,November,11
2015-11-29,3247,14444,10.73,14,618.0,258,39,51,1821,0,0,0,0,6.66731083,Sunday,6.0,0,0.0,0.0,4.06666666667,88.4057971014,November,11
2015-11-30,4012,23313,17.32,16,550.0,389,67,75,2743,69,2,1,71,10.76214572,Monday,0.0,1,1.15,97.1830985915,0.0,0.0,November,11
2015-12-01,3232,1681,12.49,14,750.0,152,9,97,1618,0,0,0,0,7.76092379,Tuesday,1.0,1,0.0,0.0,1.15,97.1830985915,December,12
2015-12-02,3125,10745,8.01,10,634.0,174,48,62,1559,325,22,17,348,4.97718171,Wednesday,2.0,1,5.41666666667,93.3908045977,0.0,0.0,December,12
2015-12-03,3165,10784,8.04,14,774.0,201,25,68,16,404,43,32,448,4.99582284,Thursday,3.0,1,6.73333333333,90.1785714286,5.41666666667,93.3908045977,December,12
2015-12-04,2835,1074,8.08,11,1.1,146,39,52,1271,328,33,22,362,5.02067768,Friday,4.0,1,5.46666666667,90.6077348066,6.73333333333,90.1785714286,December,12
2015-12-05,2872,8531,6.36,0,723.0,325,0,0,1354,352,37,24,397,3.95191956,Saturday,5.0,0,5.86666666667,88.6649874055,5.46666666667,90.6077348066,December,12
2015-12-06,3072,12738,9.46,10,811.0,244,45,35,1579,275,31,14,306,5.87816966,Sunday,6.0,0,4.58333333333,89.8692810458,5.86666666667,88.6649874055,December,12
2015-12-07,3107,1352,10.07,13,672.0,261,13,50,1603,398,44,33,442,6.25720597,Monday,0.0,1,6.63333333333,90.0452488688,4.58333333333,89.8692810458,December,12
2015-12-08,3801,15884,11.83,2,962.0,248,25,123,2393,271,37,21,308,7.35081893,Tuesday,1.0,1,4.51666666667,87.987012987,6.63333333333,90.0452488688,December,12
2015-12-09,3062,10026,7.45,17,803.0,204,29,38,1449,0,0,0,0,4.62921395,Wednesday,2.0,1,0.0,0.0,4.51666666667,87.987012987,December,12
2015-12-10,3044,11868,8.84,17,1.19,170,26,54,1411,268,8,4,276,5.49291964,Thursday,3.0,1,4.46666666667,97.1014492754,0.0,0.0,December,12
2015-12-11,3082,12381,9.22,17,1.096,212,30,52,1503,196,19,7,215,5.72904062,Friday,4.0,1,3.26666666667,91.1627906977,4.46666666667,97.1014492754,December,12
2015-12-12,2766,7157,5.32,11,605.0,290,0,0,1216,232,11,6,243,3.30569372,Saturday,5.0,0,3.86666666667,95.4732510288,3.26666666667,91.1627906977,December,12
2015-12-13,2787,7055,5.24,2,690.0,248,19,6,1182,0,0,0,0,3.25598404,Sunday,6.0,0,0.0,0.0,3.86666666667,95.4732510288,December,12
2015-12-14,2831,9348,6.99,18,827.0,179,22,42,1229,318,38,31,369,4.34338329,Monday,0.0,1,5.3,86.1788617886,0.0,0.0,December,12
2015-12-15,2711,8566,6.39,15,898.0,137,28,33,1038,0,0,0,0,3.97056069,Tuesday,1.0,1,0.0,0.0,5.3,86.1788617886,December,12
2015-12-16,2714,9786,7.27,20,1.118,159,29,28,111,0,0,0,0,4.51736717,Wednesday,2.0,1,0.0,0.0,0.0,0.0,December,12
2015-12-17,2709,8371,6.22,18,1.069,146,31,24,105,464,58,35,522,3.86492762,Thursday,3.0,1,7.73333333333,88.8888888889,0.0,0.0,December,12
2015-12-18,2917,9428,7.01,10,1.141,220,43,21,1331,279,21,20,303,4.35581071,Friday,4.0,1,4.65,92.0792079208,7.73333333333,88.8888888889,December,12
2015-12-19,311,13742,10.21,6,579.0,357,15,22,1734,321,39,21,361,6.34419791,Saturday,5.0,0,5.35,88.91966759,4.65,92.0792079208,December,12
2015-12-20,3391,15636,11.73,2,550.0,316,56,23,1973,242,12,6,254,7.28868183,Sunday,6.0,0,4.03333333333,95.2755905512,5.35,88.91966759,December,12
2015-12-21,3145,12778,9.49,15,664.0,313,42,6,1678,102,4,2,106,5.89681079,Monday,0.0,1,1.7,96.2264150943,4.03333333333,95.2755905512,December,12
2015-12-22,2636,7378,5.48,12,838.0,176,33,12,1044,161,9,4,170,3.40511308,Tuesday,1.0,1,2.68333333333,94.7058823529,1.7,96.2264150943,December,12
2015-12-23,1789,0,0.0,0,1.44,0,0,0,0,0,0,0,0,0.0,Wednesday,2.0,1,0.0,0.0,2.68333333333,94.7058823529,December,12
2015-12-24,2573,6452,4.79,0,1.217,223,0,0,9620,440,42,22,482,2.97636709,Thursday,3.0,1,7.33333333333,91.2863070539,0.0,0.0,December,12
2015-12-25,2808,7837,5.82,0,663.0,332,0,0,1311,339,48,28,387,3.61637922,Friday,4.0,1,5.65,87.5968992248,7.33333333333,91.2863070539,December,12
2015-12-26,2626,6504,4.83,0,588.0,282,0,0,1089,388,16,10,404,3.00122193,Saturday,5.0,0,6.46666666667,96.0396039604,5.65,87.5968992248,December,12
2015-12-27,2604,6444,4.84,1,746.0,252,0,0,103,419,19,11,438,3.00743564,Sunday,6.0,0,6.98333333333,95.6621004566,6.46666666667,96.0396039604,December,12
2015-12-28,2845,7845,5.83,2,686.0,337,0,0,1359,0,0,0,0,3.62259293,Monday,0.0,1,0.0,0.0,6.98333333333,95.6621004566,December,12
2015-12-29,3135,1226,9.11,11,636.0,375,3,26,1718,0,0,0,0,5.66068981,Tuesday,1.0,1,0.0,0.0,0.0,0.0,December,12
2015-12-30,305,12154,9.05,9,617.0,276,6,45,1567,308,49,27,357,5.62340755,Wednesday,2.0,1,5.13333333333,86.2745098039,0.0,0.0,December,12
2015-12-31,2856,7801,5.8,0,577.0,362,0,0,1394,488,46,27,534,3.6039518,Thursday,3.0,1,8.13333333333,91.3857677903,5.13333333333,86.2745098039,December,12
2016-01-01,2992,1046,7.92,0,685.0,375,0,0,1558,326,39,24,365,4.92125832,Friday,4.0,1,5.43333333333,89.3150684932,8.13333333333,91.3857677903,January,1
2016-01-02,3265,13837,10.33,7,601.0,339,15,36,1841,207,31,18,238,6.41876243,Saturday,5.0,0,3.45,86.974789916,5.43333333333,89.3150684932,January,1
2016-01-03,309,12517,9.3,11,1.034,272,9,49,1566,242,10,6,252,5.7787503,Sunday,6.0,0,4.03333333333,96.0317460317,3.45,86.974789916,January,1
2016-01-04,3116,10366,7.7,16,650.0,235,53,30,159,448,58,33,506,4.7845567,Monday,0.0,1,7.46666666667,88.5375494071,4.03333333333,96.0317460317,January,1
2016-01-05,3241,12127,9.13,16,682.0,284,47,28,176,541,31,13,572,5.67311723,Tuesday,1.0,1,9.01666666667,94.5804195804,7.46666666667,88.5375494071,January,1
2016-01-06,2992,11327,8.42,14,613.0,314,5,32,153,278,15,14,295,5.23194382,Wednesday,2.0,1,4.63333333333,94.2372881356,9.01666666667,94.5804195804,January,1
2016-01-07,3146,11098,8.25,15,720.0,247,53,30,163,316,39,19,355,5.12631075,Thursday,3.0,1,5.26666666667,89.014084507,4.63333333333,94.2372881356,January,1
2016-01-08,3174,12395,9.23,2,567.0,405,7,8,1812,0,0,0,0,5.73525433,Friday,4.0,1,0.0,0.0,5.26666666667,89.014084507,January,1
2016-01-09,2615,6643,4.94,0,676.0,283,0,0,1093,380,52,31,432,3.06957274,Saturday,5.0,0,6.33333333333,87.962962963,0.0,0.0,January,1
2016-01-10,2711,8846,6.57,9,1.167,183,36,29,1197,297,31,19,328,4.08240747,Sunday,6.0,0,4.95,90.5487804878,6.33333333333,87.962962963,January,1
2016-01-11,3013,9642,7.16,15,758.0,247,44,24,1472,354,43,22,397,4.44901636,Monday,0.0,1,5.9,89.1687657431,4.95,90.5487804878,January,1
2016-01-12,2993,9982,7.42,8,839.0,222,30,26,1387,336,16,8,352,4.61057282,Tuesday,1.0,1,5.6,95.4545454545,5.9,89.1687657431,January,1
2016-01-13,2627,6613,4.91,11,857.0,205,13,3,102,306,17,10,323,3.05093161,Wednesday,2.0,1,5.1,94.7368421053,5.6,95.4545454545,January,1
2016-01-14,3128,12161,9.21,11,719.0,198,34,60,156,396,29,10,425,5.72282691,Thursday,3.0,1,6.6,93.1764705882,5.1,94.7368421053,January,1
2016-01-15,3361,14837,11.37,11,687.0,210,58,71,1917,0,0,0,0,7.06498827,Friday,4.0,1,0.0,0.0,6.6,93.1764705882,January,1
2016-01-16,3379,16759,12.59,7,589.0,333,23,59,1977,327,18,11,345,7.82306089,Saturday,5.0,0,5.45,94.7826086957,0.0,0.0,January,1
2016-01-17,2878,9602,7.26,0,547.0,279,4,15,1314,254,36,18,290,4.51115346,Sunday,6.0,0,4.23333333333,87.5862068966,5.45,94.7826086957,January,1
2016-01-18,2144,3761,2.79,7,998.0,99,5,3,4670,423,13,7,436,1.73362509,Monday,0.0,1,7.05,97.0183486239,4.23333333333,87.5862068966,January,1
2016-01-19,2543,7456,5.6,6,1.215,103,22,35,8810,345,29,19,374,3.4796776,Tuesday,1.0,1,5.75,92.2459893048,7.05,97.0183486239,January,1
2016-01-20,3472,16755,12.78,10,551.0,331,24,51,2073,391,39,22,430,7.94112138,Wednesday,2.0,1,6.51666666667,90.9302325581,5.75,92.2459893048,January,1
2016-01-21,3218,11937,8.96,12,699.0,254,57,32,1729,400,41,27,441,5.56748416,Thursday,3.0,1,6.66666666667,90.7029478458,6.51666666667,90.9302325581,January,1
2016-01-22,3426,14577,10.96,5,519.0,391,34,22,211,434,31,26,466,6.81022616,Friday,4.0,1,7.23333333333,93.1330472103,6.66666666667,90.7029478458,January,1
2016-01-23,3615,17541,13.12,9,570.0,358,50,45,2286,325,11,5,336,8.15238752,Saturday,5.0,0,5.41666666667,96.7261904762,7.23333333333,93.1330472103,January,1
2016-01-24,1801,39,0.03,0,1.076,5,0,0,160,0,0,0,0,0.01864113,Sunday,6.0,0,0.0,0.0,5.41666666667,96.7261904762,January,1
2016-01-25,242,661,4.91,10,1.27,93,24,26,7560,468,37,24,507,3.05093161,Monday,0.0,1,7.8,92.3076923077,0.0,0.0,January,1
2016-01-26,3066,13073,9.71,18,790.0,166,52,61,1521,336,55,30,391,6.03351241,Tuesday,1.0,1,5.6,85.9335038363,7.8,92.3076923077,January,1
2016-01-27,2886,9997,7.46,9,759.0,164,52,28,1291,458,63,36,521,4.63542766,Wednesday,2.0,1,7.63333333333,87.9078694818,5.6,85.9335038363,January,1
2016-01-28,3092,10707,7.96,10,753.0,262,57,18,1592,339,47,28,386,4.94611316,Thursday,3.0,1,5.65,87.8238341969,7.63333333333,87.9078694818,January,1
2016-01-29,2931,9952,7.39,17,760.0,233,30,26,14,342,48,31,390,4.59193169,Friday,4.0,1,5.7,87.6923076923,5.65,87.8238341969,January,1
2016-01-30,3034,9774,7.26,0,519.0,357,16,2,1641,0,0,0,0,4.51115346,Saturday,5.0,0,0.0,0.0,5.7,87.6923076923,January,1
2016-01-31,2787,626,4.65,0,671.0,298,0,0,1277,357,35,22,392,2.88937515,Sunday,6.0,0,5.95,91.0714285714,0.0,0.0,January,1
2016-02-01,2986,11426,8.52,12,911.0,192,48,43,1478,328,37,21,365,5.29408092,Monday,0.0,1,5.46666666667,89.8630136986,5.95,91.0714285714,February,2
2016-02-02,2974,10466,7.78,13,802.0,152,48,48,1333,385,41,27,427,4.83426638,Tuesday,1.0,1,6.41666666667,90.1639344262,5.46666666667,89.8630136986,February,2
2016-02-03,3199,12866,9.63,11,767.0,271,45,28,1703,248,32,20,280,5.98380273,Wednesday,2.0,1,4.13333333333,88.5714285714,6.41666666667,90.1639344262,February,2
2016-02-04,2037,2449,1.87,0,821.0,80,0,0,3370,410,26,14,436,1.16196377,Thursday,3.0,1,6.83333333333,94.0366972477,4.13333333333,88.5714285714,February,2
2016-02-05,311,10434,7.75,13,718.0,243,42,29,1544,424,48,28,473,4.81562525,Friday,4.0,1,7.06666666667,89.6405919662,6.83333333333,94.0366972477,February,2
2016-02-05,311,10434,7.75,13,718.0,243,42,29,1544,401,18,14,420,4.81562525,Friday,4.0,1,6.68333333333,95.4761904762,7.06666666667,89.6405919662,February,2
2016-02-06,3177,12578,9.4,0,563.0,388,10,11,1784,350,29,19,380,5.8408874,Saturday,5.0,0,5.83333333333,92.1052631579,6.68333333333,95.4761904762,February,2
2016-02-07,3182,15373,11.7,12,599.0,273,10,62,1729,316,15,7,331,7.2700407,Sunday,6.0,0,5.26666666667,95.4682779456,5.83333333333,92.1052631579,February,2
2016-02-08,3206,12327,9.24,8,699.0,278,28,30,168,376,50,30,426,5.74146804,Monday,0.0,1,6.26666666667,88.2629107981,5.26666666667,95.4682779456,February,2
2016-02-09,2872,10457,7.82,14,847.0,181,15,41,1252,342,41,21,383,4.85912122,Tuesday,1.0,1,5.7,89.2950391645,6.26666666667,88.2629107981,February,2
2016-02-10,2662,99,7.43,21,1.237,156,6,41,1098,0,0,0,0,4.61678653,Wednesday,2.0,1,0.0,0.0,5.7,89.2950391645,February,2
2016-02-11,2899,8966,6.66,14,802.0,235,21,20,1299,333,22,15,355,4.13833086,Thursday,3.0,1,5.55,93.8028169014,0.0,0.0,February,2
2016-02-12,2816,8353,6.21,19,732.0,219,17,26,1187,322,26,14,348,3.85871391,Friday,4.0,1,5.36666666667,92.5287356322,5.55,93.8028169014,February,2
2016-02-13,3235,13907,10.36,0,551.0,357,15,15,1813,448,55,29,503,6.43740356,Saturday,5.0,0,7.46666666667,89.0656063618,5.36666666667,92.5287356322,February,2
2016-02-14,3289,14183,10.54,13,617.0,374,45,12,1941,264,28,20,293,6.54925034,Sunday,6.0,0,4.4,90.1023890785,7.46666666667,89.0656063618,February,2
2016-02-15,2751,8453,6.28,11,1.304,124,8,4,5890,0,0,0,0,3.90220988,Monday,0.0,1,0.0,0.0,4.4,90.1023890785,February,2
2016-02-16,2927,7995,5.98,15,802.0,231,34,16,1347,305,27,16,334,3.71579858,Tuesday,1.0,1,5.08333333333,91.3173652695,0.0,0.0,February,2
2016-02-17,2783,6707,4.98,10,913.0,174,36,19,1131,309,12,7,321,3.09442758,Wednesday,2.0,1,5.15,96.261682243,5.08333333333,91.3173652695,February,2
2016-02-18,2804,8109,6.1,13,1.212,143,42,33,1146,0,0,0,0,3.7903631,Thursday,3.0,1,0.0,0.0,5.15,96.261682243,February,2
2016-02-19,2815,11971,9.23,11,865.0,179,3,51,1234,317,17,9,334,5.73525433,Friday,4.0,1,5.28333333333,94.9101796407,0.0,0.0,February,2
2016-02-20,296,11371,8.45,0,457.0,327,14,19,1533,383,35,31,419,5.25058495,Saturday,5.0,0,6.38333333333,91.4081145585,5.28333333333,94.9101796407,February,2
2016-02-21,2038,219,1.63,0,954.0,93,0,0,3510,347,45,32,393,1.01283473,Sunday,6.0,0,5.78333333333,88.2951653944,6.38333333333,91.4081145585,February,2
2016-02-22,2594,6592,4.93,10,1.234,155,23,14,9580,0,0,0,0,3.06335903,Monday,0.0,1,0.0,0.0,5.78333333333,88.2951653944,February,2
2016-02-23,2841,8624,6.41,10,739.0,193,36,25,122,243,23,9,266,3.98298811,Tuesday,1.0,1,4.05,91.3533834586,0.0,0.0,February,2
2016-02-24,2933,8307,6.17,12,762.0,195,25,37,1305,437,22,9,459,3.83385907,Wednesday,2.0,1,7.28333333333,95.2069716776,4.05,91.3533834586,February,2
2016-02-25,2816,7941,5.9,9,878.0,142,47,32,1184,382,35,21,417,3.6660889,Thursday,3.0,1,6.36666666667,91.6067146283,7.28333333333,95.2069716776,February,2
2016-02-26,2764,805,5.98,9,1.203,177,40,20,115,0,0,0,0,3.71579858,Friday,4.0,1,0.0,0.0,6.36666666667,91.6067146283,February,2
2016-02-27,3029,9923,7.37,5,1.124,184,25,44,1306,0,0,0,0,4.57950427,Saturday,5.0,0,0.0,0.0,0.0,0.0,February,2
2016-02-28,2844,9504,7.15,2,687.0,283,10,1,1322,262,33,16,295,4.44280265,Sunday,6.0,0,4.36666666667,88.813559322,0.0,0.0,February,2
2016-02-29,2612,6847,5.09,10,731.0,206,20,1,1023,166,14,7,180,3.16277839,Monday,0.0,1,2.76666666667,92.2222222222,4.36666666667,88.813559322,February,2
2016-03-01,3117,11618,8.66,12,776.0,217,59,29,1584,420,31,26,451,5.38107286,Tuesday,1.0,1,7.0,93.1263858093,2.76666666667,92.2222222222,March,3
2016-03-02,2897,1045,7.76,19,765.0,199,35,26,1292,327,34,22,361,4.82183896,Wednesday,2.0,1,5.45,90.5817174515,7.0,93.1263858093,March,3
2016-03-03,2864,11478,8.69,17,749.0,167,5,45,1219,420,45,28,465,5.39971399,Thursday,3.0,1,7.0,90.3225806452,5.45,90.5817174515,March,3
2016-03-04,2996,1065,7.97,13,754.0,227,31,30,142,157,10,5,167,4.95232687,Friday,4.0,1,2.61666666667,94.0119760479,7.0,90.3225806452,March,3
2016-03-05,2228,3103,2.31,1,1.042,155,0,0,5720,302,23,15,325,1.43536701,Saturday,5.0,0,5.03333333333,92.9230769231,2.61666666667,94.0119760479,March,3
2016-03-06,266,696,5.2,0,1.105,280,0,0,1103,0,0,0,0,3.2311292,Sunday,6.0,0,0.0,0.0,5.03333333333,92.9230769231,March,3
2016-03-07,322,16699,13.4,11,791.0,158,9,97,1664,348,39,23,387,8.3263714,Monday,0.0,1,5.8,89.9224806202,0.0,0.0,March,3
2016-03-08,3083,14068,11.26,14,824.0,167,8,65,1469,267,31,18,299,6.99663746,Tuesday,1.0,1,4.45,89.2976588629,5.8,89.9224806202,March,3
2016-03-09,3339,18092,14.05,19,1.12,243,8,69,1833,0,0,0,0,8.73026255,Wednesday,2.0,1,0.0,0.0,4.45,89.2976588629,March,3
2016-03-10,3307,1853,14.71,20,793.0,162,21,100,1766,334,29,18,364,9.14036741,Thursday,3.0,1,5.56666666667,91.7582417582,0.0,0.0,March,3
2016-03-11,3135,14587,10.86,2,1.013,313,14,38,1726,0,0,0,0,6.74808906,Friday,4.0,1,0.0,0.0,5.56666666667,91.7582417582,March,3
2016-03-12,284,9992,7.45,4,685.0,339,0,13,1438,275,13,10,288,4.62921395,Saturday,5.0,0,4.58333333333,95.4861111111,0.0,0.0,March,3
2016-03-13,179,0,0.0,0,1.44,0,0,0,0,0,0,0,0,0.0,Sunday,6.0,0,0.0,0.0,4.58333333333,95.4861111111,March,3
2016-03-14,2538,9336,7.4,11,1.288,73,4,50,8500,0,0,0,0,4.5981454,Monday,0.0,1,0.0,0.0,0.0,0.0,March,3
2016-03-15,3133,15596,12.61,13,782.0,187,3,77,1557,356,14,5,370,7.83548831,Tuesday,1.0,1,5.93333333333,96.2162162162,0.0,0.0,March,3
2016-03-16,396,25385,20.45,17,638.0,254,17,124,2556,368,46,22,414,12.70703695,Wednesday,2.0,1,6.13333333333,88.8888888889,5.93333333333,96.2162162162,March,3
2016-03-17,315,14577,11.46,17,823.0,162,10,81,1553,388,14,10,402,7.12091166,Thursday,3.0,1,6.46666666667,96.5174129353,6.13333333333,88.8888888889,March,3
2016-03-18,3214,16667,13.08,12,832.0,173,9,90,1647,223,33,17,256,8.12753268,Friday,4.0,1,3.71666666667,87.109375,6.46666666667,96.5174129353,March,3
2016-03-19,387,13361,9.93,7,530.0,418,38,50,2548,435,49,31,484,6.17021403,Saturday,5.0,0,7.25,89.8760330579,3.71666666667,87.109375,March,3
2016-03-20,2731,6754,5.02,1,564.0,315,0,0,1237,383,35,23,427,3.11928242,Sunday,6.0,0,6.38333333333,89.6955503513,7.25,89.8760330579,March,3
2016-03-21,2464,5424,4.03,10,1.047,193,7,2,8590,224,20,13,244,2.50412513,Monday,0.0,1,3.73333333333,91.8032786885,6.38333333333,89.6955503513,March,3
2016-03-22,3555,17913,13.41,15,593.0,382,22,55,2243,274,35,26,319,8.33258511,Tuesday,1.0,1,4.56666666667,85.8934169279,3.73333333333,91.8032786885,March,3
2016-03-23,3063,14324,10.89,14,669.0,222,10,59,1542,391,27,13,418,6.76673019,Wednesday,2.0,1,6.51666666667,93.5406698565,4.56666666667,85.8934169279,March,3
2016-03-24,2503,8049,6.03,8,1.09,123,3,24,8170,254,32,13,286,3.74686713,Thursday,3.0,1,4.23333333333,88.8111888112,6.51666666667,93.5406698565,March,3
