appearance.eye-color,appearance.gender,appearance.hair-color,appearance.height,appearance.race,appearance.weight,biography.aliases,biography.alignment,biography.alter-egos,biography.first-appearance,biography.full-name,biography.place-of-birth,biography.publisher,connections.group-affiliation,connections.relatives,id,image.url,name,powerstats.combat,powerstats.durability,powerstats.intelligence,powerstats.power,powerstats.speed,powerstats.strength,response,work.base,work.occupation
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,New X-Men #153,,-,Marvel Comics,-,-,143,https://www.superherodb.com/pictures2/portraits/10/100/1346.jpg,Bumbleboy,null,null,null,null,null,null,success,-,-
-,Male,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],good,No alter egos found.,Titans: Secret Files & Origins #2,Ryuko Orsono,-,DC Comics,Teen Titans,-,144,https://www.superherodb.com/pictures2/portraits/10/100/1541.jpg,Bushido,70,10,38,19,8,10,success,-,-
Blue,Male,White,"[""6'8"", '203 cm']",Mutant,"['350 lb', '158 kg']","['Chosen One', 'Soldier X', 'Nathan Dayspring', ""Askani'son"", 'Nathan Dayspring Summers', 'Nathan Winters', 'The Traveller', 'The Saviour']",good,No alter egos found.,New Mutants #86 (as Cable),Nathan Summers,Unrevealed location in the 20th Century United States,Marvel Comics,"X-Force, (former) X-Men, Clan Askani, Clan Chosen, Six Pack (formerly Wild Pack II)","Scott Summers (Cyclops, father), Madelyne Pryor-Summers (Goblin Queen, mother, deceased), Jean Grey (Phoenix, stepmother), Alexander Summers (Havok, uncle), Christopher Summers (Corsair, paternal grandfather), Katherine Anne Summers (paternal grandmother, deceased), Philip Summers (great-grandfather), Deborah Summers (great-grandmother), Jenskot (Aliya, wife, deceased), Tyler (Genesis, son, deceased), Stryfe (clone, deceased), Gabriel Summers (Vulcan, uncle)",145,https://www.superherodb.com/pictures2/portraits/10/100/40.jpg,Cable,80,56,88,100,23,48,success,"The Xavier Institute, Salem Center, Westchester County, New York","(current) Adventurer, (former) freedom fighter, United States government agent, mercenary, combat instructor for X-Force"
Blue,Female,Black,"[""5'9"", '175 cm']",null,"['165 lb', '74 kg']",['-'],bad,No alter egos found.,X-MEN (first series) #169,Callisto,-,Marvel Comics,"Excalibur, Morlocks, Gene Nation",-,146,https://www.superherodb.com/pictures2/portraits/10/100/271.jpg,Callisto,85,42,63,52,23,53,success,"The Xavier Institute, Salem Center, Westchester County, New York State, (former) The Alley (beneath Manhattan's surface), X-Factor I's sentient starship",-
-,Male,-,"['-', '0 cm']",Alpha,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,SyFy,Alphas,-,147,https://www.superherodb.com/pictures2/portraits/10/100/1528.jpg,Cameron Hicks,70,28,50,51,23,10,success,-,-
Blue,Male,Blond,"[""6'0"", '183 cm']",null,"['181 lb', '81 kg']","['Formerly Samson Guthry', 'Sam Guthrie', 'Jet-Ass']",good,No alter egos found.,Marvel Graphic Novel #4 (1982),Samuel Zachery Guthrie,"Cumberland County, Kentucky",Marvel Comics,"X-Men, formerly X.S.E., Mutant Liberation Front, X-Treme X-Men, X-Corporation, X-Force, New Mutants, Hellions, Hellfire Club","Thomas Zebulon (father, deceased), Lucinda (mother), Lucas Bartholemew (uncle), Paige (Husk, sister), Joshua ""Jay"" (Icarus, brother, deceased), Joelle (sister), Elizabeth (sister), Melody (Aero, sister), Jebediah (brother), Lewis (brother), two other unnamed siblings, Ray Jr. (adopted brother)",148,https://www.superherodb.com/pictures2/portraits/10/100/272.jpg,Cannonball,56,99,50,94,67,28,success,-,"Adventurer, peacekeeper, former student, mercenary, miner"
blue,Male,blond,"[""6'2"", '188 cm']",Human,"['240 lb', '108 kg']","['Nomad', 'The Captain']",good,No alter egos found.,Captain America Comics #1 (March 1941),Steve Rogers,"Manhattan, New York City, New York",Marvel Comics,"Secret Avengers (Black OPS Unit Formerly,The Avengers, Secret Avengers (Civil War), New Avengers, formerly The Invaders, Secret Defenders The Redeemers; formerly partner of Bucky, Golden Girl, Rick Jones, Falcon, Demolition-Man and Nomad (Jack Monroe)","Joseph (father, deceased), Sara (mother, deceased), Ian Zola (Nomad) (adopted son)",149,https://www.superherodb.com/pictures2/portraits/10/100/274.jpg,Captain America,100,55,69,60,38,19,success,New York City,"Adventurer, federal official, intelligence operative; former soldier, Hydra agent, liaison between S.H.I.E.L.D. and the Avengers, police officer, teacher, sparring partner."
Blue,Male,Silver,"[""6'4"", '193 cm']",Human / Radiation,"['200 lb', '90 kg']","['Monarch', 'Allen Adam', 'Cameron Scott']",good,No alter egos found.,Captain Atom #1,Nathaniel Adam,-,DC Comics,"Justice League, Extreme Justice, Super Buddies, Living Assault Weapons, Monarch's Army, United States Air Force","Angela Adam Eiling (wife, deceased), Peggy Eiling (daughter), Randy Eiling (son), Bette Sans Souci (ex-wife, divorced)",150,https://www.superherodb.com/pictures2/portraits/10/100/1007.jpg,Captain Atom,80,90,81,100,83,93,success,-,Former Soldier
Blue,Male,Blond,"[""6'6"", '198 cm']",Human,"['257 lb', '116 kg']","['Britannic', 'Black Bishop', 'Jungle Man', 'King of Otherworld', 'Merlinson']",good,No alter egos found.,"Captain Britain #1 (October, 1976)",Brian Braddock,"Braddock Manor, England",Marvel Comics,"Braddock Academy, Captain Britain Corps, MI-13; formerly Excalibur, Hellfire Club (London Branch), Secret Avengers, Court of Otherworld, Knights of Pendragon's ally, Future Iron Man's Team","John Braddock (ancestor, possibly grandfather), James Braddock, Sr. (father, deceased), Lady Elizabeth Braddock (mother, deceased), James Braddock, Jr. (brother), Elizabeth Braddock (twin sister), Meggan (wife), William Puceanu (father-in-law)",151,https://www.superherodb.com/pictures2/portraits/10/100/276.jpg,Captain Britain,80,60,75,31,50,77,success,"Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; formerly Braddock Manor; Braddock Lighthouse, England; New York City (during exchange trip, specifically Peter Parker's Manhattan apartment); flat near Thames University, London","Adventurer, formerly King of Otherworld, scientist"
Brown,Male,Brown,"['-', '0 cm']",Human,"['- lb', '0 kg']","['Citizen Cold', 'Kid Kold', 'Len Snart', 'Leonard Snart', 'Leonards Wynters', 'The Man Who Mastered Absolute Zero']",neutral,No alter egos found.,"Flash Vol 4 #6 (April, 2012)",Leonard Snart,-,DC Comics,"Justice League, Rogues; formerly Secret Society of Super-Villains, Injustice League",Lisa Snart (sister),152,https://www.superherodb.com/pictures2/portraits/10/100/653.jpg,Captain Cold,20,20,50,28,17,10,success,-,Professional Criminal
Blue,Male,Brown,"[""6'2"", '188 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,World War II,,Canada,Team Epic TV,"Team Epic, The Canadian Shield Alliance (CSA)",-,153,https://www.superherodb.com/pictures2/portraits/10/100/3.jpg,Captain Epic,null,null,null,null,null,null,success,Toronto,Superhero
-,Male,Black,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],good,No alter egos found.,"South Park S14 E11 ""Coon 2: Hindsight""",Jack Brolin,-,South Park,-,-,154,https://www.superherodb.com/pictures2/portraits/10/100/10399.jpg,Captain Hindsight,20,30,25,10,83,10,success,-,Former Superhero; News Reporter
Blue,Male,Blond,"[""6'2'"", '188 cm']",null,"['240 lb', '108 kg']","['Captain Marvel', 'Dr. Walter Lawson']",good,No alter egos found.,MARVEL SUPERHEROES #18,Mar-Vell,The city of Rad-Nam on the planet Kree-Lar in the Kree Galaxy (Greater Magellanic Cloud),Marvel Comics,Avengers,"Mar-Vell (father-deceased), Elysius (mother-deceased)",155,https://www.superherodb.com/pictures2/portraits/10/100/654.jpg,Captain Mar-vell,null,null,null,null,null,80,success,-,"Captain in the Kree space fleet, later adventurer, later ""Protector of the Universe"""
Blue,Male,Black,"[""6'4"", '193 cm']",Human,"['225 lb', '101 kg']","[""The World's Mightiest Mortal"", 'The Big Red Cheese', 'Captain Thunder', 'Shazam']",good,No alter egos found.,Whiz Comics no. 2 (1940),Billy Batson,"Fawcett City, United States",DC Comics,"Marvel Family, Justice Society of America","C.C. Batson (father, deceased), Marilyn Batson (mother, deceased), Ebenezer Batson (uncle), Mary Batson (Mary Marvel, sister)",156,https://www.superherodb.com/pictures2/portraits/10/100/278.jpg,Captain Marvel,75,95,88,100,88,100,success,-,-
Blue,Female,Blond,"[""5'11"", '180 cm']",Human-Kree,"['165 lb', '74 kg']","['Ace', 'Binary', 'Lady Marvel', 'Warbird', 'others used during her espionage career']",good,"Binary, Warbird",Ms. Marvel #1,Carol Danvers,"Boston, Massachusetts",Binary,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Marie Danvers (mother), Joseph Danvers, Sr. (father), Joseph Danvers, Jr. (brother), Steve Danvers (brother, deceased), Marcus Immortus (Danvers) (""son"", deceased)",157,https://www.superherodb.com/pictures2/portraits/10/100/103.jpg,Captain Marvel,90,95,84,100,71,88,success,Avengers Mansion,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer."
Blue,Male,Black,"[""5'9"", '175 cm']",Human,"['165 lb', '74 kg']","['Captain Marvel Jr.', 'CM3']",good,No alter egos found.,"Current incarnation: (As Freddy Freeman) The Power of Shazam #3 (May, 1995)",Frederick Christopher Freeman,-,DC Comics,"Marvel Family, formerly Outsiders and Teen Titans.","parents, deceased, Jacob Freeman (granfather, deceased), Timothy Karnes (Sabbac, foster brother, deceased)",158,https://www.superherodb.com/pictures2/portraits/10/100/279.jpg,Captain Marvel II,56,90,75,34,27,81,success,Primarily Fawcett City.,Adventurer
-,Male,-,"['-', '0 cm']",Human,"['- lb', '0 kg']","['Major Midnight', 'Red', 'Space-Sovereign', 'The Skyway Sovereign', 'The Sky-Lord', 'The Lord of the Overworld', 'The Space Sentinel', 'Jim Albright']",good,No alter egos found.,-,,-,Dark Horse Comics,-,-,159,https://www.superherodb.com/pictures2/portraits/10/100/10443.jpg,Captain Midnight,null,null,null,null,null,null,success,-,-
Red,Male,Green,"['-', '0 cm']",God / Eternal,"['- lb', '0 kg']","['The Captain', 'CP', 'Planet']",good,No alter egos found.,Captain Planet and the Planeteers (TV Series),,-,Marvel Comics,The Planeteers,-,160,https://www.superherodb.com/pictures2/portraits/10/100/1285.jpg,Captain Planet,60,80,50,100,75,88,success,-,-
-,-,-,"['-', '0 cm']",God / Eternal,"['- lb', '0 kg']","['Guardian of Eternity', 'The Avenging Angel', 'The Hero That Could Be You']",good,No alter egos found.,"Micronauts #8 (August, 1979)",,-,Marvel Comics,-,-,161,https://www.superherodb.com/pictures2/portraits/10/100/855.jpg,Captain Universe,null,null,null,null,null,92,success,-,-
Green,Male,Red,"[""6'1"", '185 cm']",Symbiote,"['190 lb', '86 kg']","['Mass Carnage', '999th']",bad,No alter egos found.,"Amazing Spider-Man #344 (February, 1991)",Cletus Kasady,-,Marvel Comics,"Maximum Carnage: (Carrion, Shriek, Demogoblin, Doppelganger)","Venom (""father""); Shriek (""wife""); Hybrid, Lasher, Phage, Riot (""brothers""); Agony, Scream (""sisters""); Carrion, Demogoblin, Doppelganger, Toxin (""sons""); Scorn (""Daughter"")",162,https://www.superherodb.com/pictures2/portraits/10/100/187.jpg,Carnage,90,84,63,88,70,63,success,New York City,-
Blue,Female,Blond,"[""5'8"", '173 cm']",null,"['135 lb', '61 kg']",['-'],good,No alter egos found.,The Cat #1,Shirlee Bryant,"Chicago, Illinois",Marvel Comics,-,-,163,https://www.superherodb.com/pictures2/portraits/10/100/904.jpg,Cat,null,null,null,null,null,90,success,"Chicago, Illinois",Model
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,Marvel Comics,-,-,164,https://www.superherodb.com/pictures2/portraits/10/100/903.jpg,Cat II,null,null,null,null,null,null,success,-,-
Green,Female,Black,"[""5'9"", '175 cm']",Human,"['135 lb', '61 kg']","['The Cat', 'Irena Dubrovna', 'Elva Barr', 'Sadie Kelowski', 'Madame Moderne', 'Marguerite Tone']",good,No alter egos found.,Detective Comics #569,Selina Kyle,Gotham City,DC Comics,"Batman Family, Outsiders; formerly Birds of Prey, Injustice League, Secret Society of Super-Villains","Brian Kyle (father, deceased), Maria Kyle (mother, deceased), Maggie Kyle (sister), Helena Kyle (daughter)",165,https://www.superherodb.com/pictures2/portraits/10/100/659.jpg,Catwoman,85,28,69,27,33,11,success,Gotham City,Thief
Brown,-,Brown,"[""5'7"", '170 cm']",null,"['138 lb', '62 kg']",['-'],good,No alter egos found.,X-Men #65 (1997),Dr. Cecilia Reyes,Place of birth unknown,Marvel Comics,X-Men,-,166,https://www.superherodb.com/pictures2/portraits/10/100/43.jpg,Cecilia Reyes,null,null,null,null,null,null,success,Salem Center,Doctor in private practice
White,Male,White,"[""6'7"", '201 cm']",Alien,"['215 lb', '97 kg']",['-'],good,No alter egos found.,"Force Works #1 (July, 1994)",,-,Marvel Comics,Force Works,-,167,https://www.superherodb.com/pictures2/portraits/10/100/1511.jpg,Century,100,64,88,100,53,80,success,-,"Tracker, adventurer"
-,Female,-,"['-', '0 cm']",Mutant,"['- lb', '0 kg']",['-'],good,No alter egos found.,"X-Men 2099 #1 (October, 1993)",Shakti Haddad,-,Marvel Comics,"X-Men (2099), Halo City Protectorate, X-Nation",Zail Haddad (father),168,https://www.superherodb.com/pictures2/portraits/10/100/1512.jpg,Cerebra,null,null,null,null,null,57,success,-,-
Brown,Male,Brown,"[""5'9"", '175 cm']",Mutant,"['140 lb', '63 kg']","['Decibel', 'Jono', 'Jono Hex']",good,No alter egos found.,"Generation X #1 (November, 1994)",Jonothon Evan Starsmore,United Kingdom,Marvel Comics,X-Men; formerly New Warriors; Clan Akkaba; Weapon X; Generation X,-,169,https://www.superherodb.com/pictures2/portraits/10/100/44.jpg,Chamber,64,80,50,57,20,10,success,"Utopia; formerly New Warriors HQ; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Massachusetts Academy, Snow Valley, Massachusetts",Adventurer
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']","['Dr. Ashley Kafka', 'Dr. Turner', 'J. Jonah Jameson', 'Torpedo', 'Rick Jones', 'Dr. Henry Pym', 'Peter Parker', 'Captain George Stacy', 'Dr. Robert Bruce Banner', 'General']",bad,No alter egos found.,Amazing Spider-Man #1,Dmitri Anatoly Smerdyakov Kravinoff,Russia,DC Comics,"The Exterminators; formerly Sinister Six, Sinister Twelve","Kravinoff Patriarch (father, deceased), mother (unnamed), Sergei Kravinoff (Kraven I, half-brother, deceased), Vladimir Kravinoff (The Grim Hunter, nephew, deceased), Alyosha Kravinoff (Kraven the Hunter, nephew), Ned Tannengarden (nephew, deceased)",170,https://www.superherodb.com/pictures2/portraits/10/100/660.jpg,Chameleon,28,28,88,28,12,10,success,-,-
Brown,Male,Black,"[""5'11"", '180 cm']",null,"['180 lb', '81 kg']","['Professor X', 'Professor Charles Xavier']",bad,No alter egos found.,"Uncanny X-Men #35 (August, 1967)",Kevin Sidney,-,Marvel Comics,"Formerly X-Humed, X-Men, Factor Three",-,171,https://www.superherodb.com/pictures2/portraits/10/100/1107.jpg,Changeling,64,42,63,64,23,10,success,-,"Former substitute teacher, adventurer, subversive"
Green,Female,Blond,"[""5'4"", '163 cm']",Human,"['110 lb', '50 kg']","['Kay Carlton', 'The Cheetah']",bad,No alter egos found.,Wonder Woman Vol1 #6 (Fall 1943),Priscilla Rich,-,DC Comics,Villainy Inc,"Claudia Rich (cousin), Debi Domaine (niece)",172,https://www.superherodb.com/pictures2/portraits/10/100/661.jpg,Cheetah,70,20,38,32,42,8,success,-,-
Green,Female,Brown,"[""5'7"", '170 cm']",Human,"['122 lb', '55 kg']","['Debbi', 'The Cheetah']",bad,No alter egos found.,Wonder Woman Vol1 #274 (Dec 1980),Deborah Domaine,-,DC Comics,Former member of the Organization For Ecological Sanity · former member of the Secret Society of Super-Villains,"Priscilla Rich (Cheetah I, aunt), Claudia Rich (aunt)",173,https://www.superherodb.com/pictures2/portraits/10/100/925.jpg,Cheetah II,60,20,38,39,42,20,success,"Chesapeake Bay, Maryland",-
Brown,Female,Brown,"[""5'9"", '175 cm']",Human,"['120 lb', '54 kg']","['Barbara Minerva', 'Bride of Urzkartaga', 'Priscilla Rich', 'Deborah Domaine', 'Sabrina Ballesteros']",bad,No alter egos found.,Wonder Woman Vol2 #7 (Sept 1987),Barbara Minerva,-,DC Comics,"The Society, Injustice League",-,174,https://www.superherodb.com/pictures2/portraits/10/100/926.jpg,Cheetah III,95,80,88,78,88,100,success,"Nottingham, England","Archaeologist, Anthropologist"
Brown,Male,Red / Grey,"[""6'1"", '185 cm']",null,"['190 lb', '86 kg']",['-'],bad,No alter egos found.,Team Epic Episode 101,Bernard Embers,"London, England",Team Epic TV,"The Guardian Villain�s Ward (G.V.W.), Villain�s Equity (V.E.), and A.S.C. (Anti-Super Conspirators)","Hi-Jaq (daughter), Exile (son)",175,https://www.superherodb.com/pictures2/portraits/10/100/1001.jpg,Chromos,null,null,null,null,null,null,success,"Toronto, Canada","Bar owner and Entertainer, President of V.E., Lieutenant in the G.V.W."
-,Male,-,"[""5'10"", '178 cm']",null,"['- lb', '0 kg']",['Chuck'],good,No alter egos found.,-,Carlos Ray Norris,"Ryan, Oklahoma, United States",null,-,-,176,https://www.superherodb.com/pictures2/portraits/10/100/954.jpg,Chuck Norris,99,56,50,42,47,80,success,-,-
Green,Male,Red,"[""6'0"", '183 cm']",Human,"['378 lb', '170 kg']","['Buckeye', 'Uncle Nate', 'Uncle Nathan']",good,No alter egos found.,"Justice Society of America Vol 3 #2 (March, 2007)",Nathan Heywood,-,DC Comics,Justice Society of America,"Hank Heywood, Sr. (Commander Steel, grandfather, deceased) � Hank Heywood, Jr. (uncle, deceased) � Hank Heywood III (Steel, cousin, deceased) � Kirk Heywood (brother, deceased), Nicole (cousin)",177,https://www.superherodb.com/pictures2/portraits/10/100/10661.jpg,Citizen Steel,60,100,50,23,33,95,success,"Battery Park, New York City, formerly Franklin County, Ohio","Adventurer, former Professional Football Player"
Blue,Female,Blond,"['-', '0 cm']",null,"['- lb', '0 kg']","['Vivian Lewis', 'Claire Butler']",good,No alter egos found.,Heroes S01E01,Claire Bennet,-,NBC - Heroes,-,"Adoptive parents: Sandra Bennet, Noah Bennet, Biological parents: Meredith Gordon, Nathan Petrelli, Younger adoptive brother: Lyle Bennet,  Younger half brothers: Simon Petrelli, Monty Petrelli",178,https://www.superherodb.com/pictures2/portraits/10/100/941.jpg,Claire Bennet,28,100,38,90,12,9,success,"formerly Odessa, TX, Costa Verde, CA","High school student, cheerleader"
-,-,White,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,Clea,The Dark Dimension,Marvel Comics,-,"Dormammu (uncle), Umar (mother)",179,https://www.superherodb.com/pictures2/portraits/10/100/45.jpg,Clea,null,null,null,null,null,39,success,Base of operations unknown,Former ruler and Sorceress Supreme of the Dark Dimension; former apprentice of Doctor Strange
brown,Male,black,"[""7'5"", '226 cm']",null,"['155 lb', '70 kg']",['-'],good,No alter egos found.,Spectacular Spiderman #64,Tyrone Johnson,"South Boston, Massachusetts",Marvel Comics,"Cloak and Dagger, New Warriors, Marvel Knights",Smokin' Joe (rumored grandfather),180,https://www.superherodb.com/pictures2/portraits/10/100/46.jpg,Cloak,56,64,63,100,47,10,success,"Holy Ghost Church, 42nd Street, New York City",Vigilante
Blue,Male,Black,"[""5'10"", '178 cm']",Human,"['173 lb', '78 kg']",['Tempus Fugit'],bad,No alter egos found.,"World's Finest #111 (August, 1960)",William Tockman,-,DC Comics,"Clockwatchers, Justice League Antarctica, Suicide Squad, Time Foes","Beverly (sister, deceased)",181,https://www.superherodb.com/pictures2/portraits/10/100/10396.jpg,Clock King,40,10,75,7,17,10,success,-,-
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']","['Nicholas Cogliostro', 'Cog', 'The Count']",bad,No alter egos found.,Spawn #9,Cain,-,Image Comics,-,-,182,https://www.superherodb.com/pictures2/portraits/10/100/1074.jpg,Cogliostro,null,null,null,null,null,null,success,-,-
Grey,Male,Brown,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,HarperCollins,-,-,183,https://www.superherodb.com/pictures2/portraits/10/100/1153.jpg,Colin Wagner,null,null,null,null,null,null,success,-,-
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,DC Comics,-,-,184,https://www.superherodb.com/pictures2/portraits/10/100/1182.jpg,Colossal Boy,null,null,null,null,null,null,success,-,-
Silver,Male,Black,"[""7'5"", '226 cm']",Mutant,"['500 lb', '225 kg']","['Pete', 'Peter Nicholas', 'The Proletarian', 'Little Brother']",good,No alter egos found.,"Giant-Size X-Men #1 (May, 1975)",Piotr Nikolaievitch Rasputin,"Ust-Ordynski Collective, near Lake Baikal, Siberia, Russia",Marvel Comics,"X-Men; formerly Excalibur, Acolytes, Defender","Grigory Efimovich Rasputin (great-grandfather, deceased), Elena (great-grandmother, deceased), Ivan Rasputin (great-grand uncle, deceased), Grigory Rasputin (grandfather, deceased), Nikolai Rasputin (father, deceased), Alexandra Rasputina (mother, deceased), Vladimir Rasputin (uncle, deceased), unidentified aunt & uncle (deceased), Illyana Nikolievna Rasputina (Magik, sister, deceased), Mikhail Rasputin (brother), Peter Jr. (son), Larissa Mishchenko (cousin, deceased), Konstantin (cousin, deceased), Klara (cousin, deceased), Dimitriy (cousin, deceased)",185,https://www.superherodb.com/pictures2/portraits/10/100/48.jpg,Colossus,80,100,63,45,33,83,success,"(current) Professor Charles Xavier's Institute for Higher Learning, Salem Center, Westchester County, New York (former) Muir Isle, Scotland,; a loft in Soho, Manhattan, Ust-Ordynski Collective, Lake Baikal, Siberia, U.S.S.R., X-Men Headquarters in Austra","(current) Adventurer, student, (former) Artist"
Red,Female,White,"[""6'0"", '183 cm']",Mutant,"['148 lb', '67 kg']","['Nurse Veronica', 'Patricia Muggins', 'Titania', 'Garrison Kane', 'Christina Valentino', 'Domino', 'Cheryl Marks', 'Debbie', 'Marguerite', 'Amy']",neutral,No alter egos found.,"New Mutants #98 (February, 1991)",Vanessa Carlysle,-,Marvel Comics,"Weapon X/Weapon Plus and Six Pack (as Copycat), X-Force and New Mutants (as Domino)","Burt Carlysle (father, deceased), Dorothy Carlysle (mother)",186,https://www.superherodb.com/pictures2/portraits/10/100/10423.jpg,Copycat,60,25,56,54,21,10,success,"Mobile; formerly Adirondack Mountains, Xavier's School for Gifted Youngsters",-
Brown,Male,Brown,"[""6'3"", '191 cm']",null,"['175 lb', '79 kg']",['-'],good,No alter egos found.,Uncanny X-Men #107,Christopher Summers,-,Marvel Comics,"Starjammers (leader), formerly N.A.S.A, U.S.A.F.","Philip Summers (father), Deborah Summers (mother), Katherine Anne Summers (wife, deceased), Hepzibah (mate), Scott Summers (Cyclops, son), Alexander Summers (Havok, son), Gabriel Summers (Vulcan, son), Madelyne Pryor-Summers (daughter-in-law, deceased), Jean Grey-Summers (Phoenix, daughter-in-law), Nathan Christopher Summers (Cable, grandson), Stryfe (clone grandson, deceased), Tyler Dayspring (Genesis, great-grandson, deceased), Rachel Grey (Marvel Girl, alternate timeline granddaughter)",187,https://www.superherodb.com/pictures2/portraits/10/100/49.jpg,Corsair,null,null,null,null,null,16,success,"The Starjammer, Mobile","Pirate, former pilot"
Brown,Male,Black,"[""6'0"", '183 cm']",Human,"['220 lb', '99 kg']",['Quincy McIver'],bad,No alter egos found.,"Captain America #310 (October, 1985)",Burchell Clemens,-,Marvel Comics,Serpent Society,-,188,https://www.superherodb.com/pictures2/portraits/10/100/10452.jpg,Cottonmouth,25,10,50,27,8,10,success,Serpent Citadel,Professional criminal
Blue,Male,Strawberry Blond,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,ClanDestine #1 (1994),Rory Destine,"Ravenscroft, England",Marvel Comics,ClanDestine,"Adam Destine (father), unnamed genie (mother), Albert Destine (brother), Samantha Destine (Argent, sister), William Destine (Cap'n Oz, brother), Kay Cera (Cuckoo, sister), Florence Destine (sister, deceased), Gracie Destine (sister, deceased), Dominic Destine (Hex, brother), Pandora Destine (Imp, sister), Maurice Destine (brother, deceased), Newton Destine (brother), Vincent Destine (brother, deceased), Walter Destine (Wallop, brother)",189,https://www.superherodb.com/pictures2/portraits/10/100/303.jpg,Crimson Crusader,null,null,null,null,null,58,success,-,-
Brown,Male,No Hair,"[""5'11"", '180 cm']",null,"['230 lb', '104 kg']",['Krashni Denamit'],good,No alter egos found.,Tales of Suspense #46 (Oct 1963),Anton Vanko,-,Marvel Comics,-,-,190,https://www.superherodb.com/pictures2/portraits/10/100/1093.jpg,Crimson Dynamo,null,null,null,null,null,65,success,"Stark Industries plant, Long Island, New York",Scientist
Green,Female,Red,"[""5'6"", '168 cm']",Inhuman,"['110 lb', '50 kg']","['Crys', 'Exquisite Elemental']",good,No alter egos found.,Fantastic Four #45 (1965),Crystallia Amaquelin,Attilan,Marvel Comics,"Inhumans (Royal Family); formerly Fantastic Four, Avengers, Queen's Vengeance","Quelin (father), Ambur (mother), Medusa (sister), Gorgon, Karnak, Triton (cousins), Black Bolt (cousin, brother-in-law), Pietro Maximoff (Quicksilver, estranged husband), Luna (daughter), Ahura (nephew), extensive extended family",191,https://www.superherodb.com/pictures2/portraits/10/100/305.jpg,Crystal,56,14,63,61,12,16,success,-,"Mother, adventuress"
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],bad,No alter egos found.,Spawn #25,Phillip Krahn,-,Image Comics,-,-,192,https://www.superherodb.com/pictures2/portraits/10/100/1066.jpg,Curse,null,null,null,null,null,null,success,-,-
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],bad,No alter egos found.,-,,-,Image Comics,-,-,193,https://www.superherodb.com/pictures2/portraits/10/100/1075.jpg,Cy-Gor,null,null,null,null,null,96,success,-,-
Brown,Male,Black,"[""6'6"", '198 cm']",Cyborg,"['385 lb', '173 kg']","['Cyberion Technis', 'Omegadrome', 'Planet Cyberion']",good,No alter egos found.,"DC Comics Presents #26 (October, 1980)",Victor Stone,"New York City, New York",DC Comics,"Justice League; formerly Teen Titans, Titans, Titans East, New Teen Titans","Silas Stone (father), Elinore Stone (mother), Tucker Stone (grandfather), Maude Stone (grandmother)",194,https://www.superherodb.com/pictures2/portraits/10/100/1204.jpg,Cyborg,64,85,75,71,42,53,success,San Francisco,"Adventurer, Teen Titan"
Blue,Male,Black,"['-', '0 cm']",Cyborg,"['- lb', '0 kg']","['Grandmaster of the Manhunters', 'Herald of the Anti-Monitor', 'Alpha-Prime of the Alpha Lanterns']",bad,No alter egos found.,"Adventures of Superman #466 (May, 1990)",Henry Henshaw,-,DC Comics,"Alpha Lantern Corps, Manhunters, Warworld, formerly Apokolips and Sinestro Corps","Terri Henshaw (wife, deceased)",195,https://www.superherodb.com/pictures2/portraits/10/100/667.jpg,Cyborg Superman,80,100,75,100,92,93,success,"Warworld, Qward, Antimatter Universe, formerly Biot, Sector 3601",-
